"__glayCluster","interaction","KER","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"0","pp",,"9606.ENSP00000379975 (pp) 9606.ENSP00000500582","false","pp","9606.ENSP00000379975 (pp) AKT3","0.059",,"0.9","0.095",,,,"0.942","0.402"
,"pp",,"9606.ENSP00000379975 (pp) 9606.ENSP00000501150","false","pp","9606.ENSP00000379975 (pp) 5291","0.042",,"0.9",,,,,"0.918","0.217"
"0","pp",,"9606.ENSP00000379975 (pp) 9606.ENSP00000494750","false","pp","9606.ENSP00000379975 (pp) 60","0.115",,"0.9","0.092",,,,"0.951","0.472"
,"pp",,"9606.ENSP00000379975 (pp) 9606.ENSP00000453508","false","pp","9606.ENSP00000379975 (pp) 9606.ENSP00000453508","0.042",,,"0.042",,,,"0.995","0.996"
,"pp",,"9606.ENSP00000379975 (pp) 9606.ENSP00000267257","false","pp","9606.ENSP00000379975 (pp) PXN","0.119",,,"0.69",,,,"0.999","0.997"
,"pp",,"9606.ENSP00000379975 (pp) 9606.ENSP00000263967","false","pp","9606.ENSP00000379975 (pp) 5290","0.042",,"0.9",,,,,"0.923","0.266"
,"pp",,"9606.ENSP00000379975 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000379975 (pp) 9606.ENSP00000428056","0.047",,"0.9",,,,,"0.937","0.397"
,"pp",,"9606.ENSP00000379975 (pp) 9606.ENSP00000452786","false","pp","9606.ENSP00000379975 (pp) 3690","0.084",,,"0.31",,,,"0.909","0.868"
,"pp",,"9606.ENSP00000379975 (pp) 9606.ENSP00000262741","false","pp","9606.ENSP00000379975 (pp) PIK3R3",,,"0.9",,,,,"0.907","0.116"
"0","pp",,"9606.ENSP00000379975 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000379975 (pp) 207","0.139",,"0.9","0.75",,,,"0.998","0.932"
,"pp",,"9606.ENSP00000379975 (pp) 9606.ENSP00000408695","false","pp","9606.ENSP00000379975 (pp) 5578","0.044",,"0.9",,,,,"0.913","0.166"
,"pp",,"9606.ENSP00000379975 (pp) 9606.ENSP00000458162","false","pp","9606.ENSP00000379975 (pp) 9606.ENSP00000458162","0.062",,"0.9","0.092",,,,"0.928","0.256"
,"pp",,"9606.ENSP00000329093 (pp) 9606.ENSP00000403644","false","pp","121278 (pp) 1644","0.103",,"0.915","0.064",,,,"0.973","0.676"
,"pp",,"9606.ENSP00000329093 (pp) 9606.ENSP00000444788","false","pp","121278 (pp) 6999","0.184",,"0.9",,,,"0.046","0.942","0.35"
,"pp",,"9606.ENSP00000284476 (pp) 9606.ENSP00000297261","false","pp","9606.ENSP00000284476 (pp) SHH","0.057",,,"0.976",,,,"0.996","0.861"
,"pp",,"9606.ENSP00000284476 (pp) 9606.ENSP00000365514","false","pp","9606.ENSP00000284476 (pp) 7546",,,,"0.045",,,,"0.919","0.919"
,"pp",,"9606.ENSP00000304811 (pp) 9606.ENSP00000496150","false","pp","9606.ENSP00000304811 (pp) 1565","0.068",,"0.907",,,,,"0.979","0.777"
,"pp",,"9606.ENSP00000304811 (pp) 9606.ENSP00000498939","false","pp","9606.ENSP00000304811 (pp) 1576","0.114",,"0.906","0.627",,,,"0.998","0.955"
,"pp",,"9606.ENSP00000304811 (pp) 9606.ENSP00000324648","false","pp","9606.ENSP00000304811 (pp) 9606.ENSP00000324648","0.067",,"0.671",,,,,"0.924","0.775"
"0","pp",,"9606.ENSP00000304811 (pp) 9606.ENSP00000230053","false","pp","9606.ENSP00000304811 (pp) 135152",,,,,,,,"0.913","0.914"
,"pp",,"9606.ENSP00000304811 (pp) 9606.ENSP00000342007","false","pp","9606.ENSP00000304811 (pp) 1544","0.11",,"0.675",,,,,"0.916","0.734"
,"pp",,"9606.ENSP00000304811 (pp) 9606.ENSP00000332679","false","pp","9606.ENSP00000304811 (pp) 9606.ENSP00000332679","0.087",,"0.906",,,,,"0.941","0.369"
,"pp",,"9606.ENSP00000304811 (pp) 9606.ENSP00000363832","false","pp","9606.ENSP00000304811 (pp) 9606.ENSP00000363832","0.073",,"0.908",,"0.002",,,"0.943","0.387"
,"pp",,"9606.ENSP00000304811 (pp) 9606.ENSP00000360317","false","pp","9606.ENSP00000304811 (pp) 9606.ENSP00000360317","0.075",,"0.671",,,,,"0.939","0.817"
,"pp",,"9606.ENSP00000304811 (pp) 9606.ENSP00000440689","false","pp","9606.ENSP00000304811 (pp) 1571","0.073",,"0.906",,,,,"0.962","0.609"
,"pp",,"9606.ENSP00000304811 (pp) 9606.ENSP00000222982","false","pp","9606.ENSP00000304811 (pp) 1577","0.078",,"0.906","0.045",,,,"0.974","0.726"
,"pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000437955","false","pp","EGFR (pp) HIF1A","0.056",,"0.5",,,,,"0.934","0.873"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000501150","false","pp","EGFR (pp) 5291",,,"0.9","0.622",,,,"0.993","0.842"
,"pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000380070","false","pp","EGFR (pp) GAPDH","0.061",,,"0.779",,,,"0.955","0.803"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000346839","false","pp","EGFR (pp) 2335","0.138",,,"0.292",,,,"0.944","0.916"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000379092","false","pp","EGFR (pp) 685","0.086",,"0.9","0.685",,,,"0.999","0.995"
,"pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000339191","false","pp","EGFR (pp) 857","0.206",,"0.8","0.882",,,,"0.999","0.987"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000385675","false","pp","EGFR (pp) 3569","0.042",,"0.65",,,,,"0.979","0.943"
,"pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000365804","false","pp","EGFR (pp) HDAC6",,,,"0.781",,,,"0.919","0.646"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000376345","false","pp","EGFR (pp) 2885;GRB2","0.042",,"0.9","0.996",,,,"0.999","0.997"
,"pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000405330","false","pp","EGFR (pp) 2099",,,,"0.583",,,,"0.988","0.974"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000341208","false","pp","EGFR (pp) STAT5A",,,"0.9","0.836",,,,"0.998","0.933"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000317272","false","pp","EGFR (pp) 4233","0.251",,,"0.807",,,,"0.996","0.979"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000391592","false","pp","EGFR (pp) 5777",,,,"0.785",,,,"0.919","0.642"
,"pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000495360","false","pp","EGFR (pp) CTNNB1","0.064",,"0.9","0.718",,,,"0.998","0.94"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000360683","false","pp","EGFR (pp) 5770","0.044",,,"0.87",,,,"0.997","0.978"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000302150","false","pp","EGFR (pp) 5617",,,"0.65",,,,,"0.912","0.761"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000497733","false","pp","EGFR (pp) CDC42","0.042",,"0.5","0.211",,,,"0.955","0.896"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000293328","false","pp","EGFR (pp) STAT5B",,,"0.9","0.788",,,,"0.997","0.907"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000408695","false","pp","EGFR (pp) 5578","0.049",,,"0.788",,,,"0.932","0.693"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000495530","false","pp","EGFR (pp) 2023","0.053",,,"0.62",,,,"0.928","0.816"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000287842","false","pp","EGFR (pp) 3084;NRG1","0.074",,"0.9","0.79",,,,"0.999","0.997"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000342235","false","pp","EGFR (pp) 2066",,"0.051","0.4","0.786",,,,"0.996","0.977"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000346300","false","pp","EGFR (pp) CRKL","0.042",,"0.9","0.856",,,,"0.993","0.615"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000321797","false","pp","EGFR (pp) FGF8",,,"0.65",,,,,"0.92","0.782"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000400175","false","pp","EGFR (pp) RHOA","0.076",,"0.5","0.258",,,,"0.903","0.753"
"0","pp",,"9606.ENSP00000275493 (pp) 9606.ENSP00000493728","false","pp","EGFR (pp) 2887","0.062",,,"0.727","0.008",,,"0.924","0.73"
,"pp",,"9606.ENSP00000430950 (pp) 9606.ENSP00000367309","false","pp","9606.ENSP00000430950 (pp) 4129",,,"0.9",,,,,"0.936","0.396"
"0","pp",,"9606.ENSP00000430950 (pp) 9606.ENSP00000497102","false","pp","9606.ENSP00000430950 (pp) 1493","0.132",,,,,,,"0.91","0.901"
,"pp",,"9606.ENSP00000430950 (pp) 9606.ENSP00000444788","false","pp","9606.ENSP00000430950 (pp) 6999","0.081",,"0.9",,,,,"0.99","0.907"
,"pp",,"9606.ENSP00000430950 (pp) 9606.ENSP00000342007","false","pp","9606.ENSP00000430950 (pp) 1544","0.103",,"0.9",,,,,"0.93","0.288"
,"pp",,"9606.ENSP00000430950 (pp) 9606.ENSP00000443432","false","pp","9606.ENSP00000430950 (pp) 9606.ENSP00000443432","0.137","0.083","0.9",,,,,"0.919","0.099"
,"pp",,"9606.ENSP00000430950 (pp) 9606.ENSP00000403644","false","pp","9606.ENSP00000430950 (pp) 1644","0.081",,"0.9",,,,,"0.93","0.305"
,"pp",,"9606.ENSP00000430950 (pp) 9606.ENSP00000250018","false","pp","9606.ENSP00000430950 (pp) 7166","0.127",,"0.9",,,,,"0.957","0.556"
,"pp",,"9606.ENSP00000430950 (pp) 9606.ENSP00000472474","false","pp","9606.ENSP00000430950 (pp) 9606.ENSP00000472474","0.184",,"0.9",,,,,"0.941","0.34"
,"pp",,"9606.ENSP00000430950 (pp) 9606.ENSP00000329093","false","pp","9606.ENSP00000430950 (pp) 121278","0.127",,"0.9",,,,,"0.953","0.506"
"0","pp",,"9606.ENSP00000430950 (pp) 9606.ENSP00000229135","false","pp","9606.ENSP00000430950 (pp) 3458","0.165",,,,,,,"0.93","0.92"
,"pp",,"9606.ENSP00000430950 (pp) 9606.ENSP00000340684","false","pp","9606.ENSP00000430950 (pp) 4128",,,"0.9",,,,,"0.939","0.42"
,"pp",,"9606.ENSP00000229595 (pp) 9606.ENSP00000381364","false","pp","ASF1A (pp) 23523",,,"0.8","0.821",,,,"0.998","0.973"
,"pp",,"9606.ENSP00000229595 (pp) 9606.ENSP00000479106","false","pp","ASF1A (pp) HIST1H4A",,,,"0.935",,,,"0.941","0.138"
,"pp",,"9606.ENSP00000229595 (pp) 9606.ENSP00000263208","false","pp","ASF1A (pp) HIRA",,,"0.8","0.998",,,,"0.999","0.88"
,"pp",,"9606.ENSP00000248244 (pp) 9606.ENSP00000471896","false","pp","9606.ENSP00000248244 (pp) IRF3","0.056",,"0.9","0.601",,,,"0.993","0.857"
,"pp",,"9606.ENSP00000248244 (pp) 9606.ENSP00000329967","false","pp","9606.ENSP00000248244 (pp) 9606.ENSP00000329967","0.099",,"0.5","0.854",,,,"0.982","0.764"
,"pp",,"9606.ENSP00000248244 (pp) 9606.ENSP00000260010","false","pp","9606.ENSP00000248244 (pp) TLR2","0.104",,"0.9","0.084",,,,"0.975","0.739"
,"pp",,"9606.ENSP00000248244 (pp) 9606.ENSP00000296795","false","pp","9606.ENSP00000248244 (pp) 7098","0.086",,"0.9","0.853",,,,"0.999","0.997"
,"pp",,"9606.ENSP00000248244 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000248244 (pp) TLR4","0.106",,"0.9","0.731",,,,"0.999","0.991"
,"pp",,"9606.ENSP00000248244 (pp) 9606.ENSP00000376500","false","pp","9606.ENSP00000248244 (pp) TRAF3","0.097",,"0.9","0.754",,,,"0.994","0.768"
,"pp",,"9606.ENSP00000248244 (pp) 9606.ENSP00000286186","false","pp","9606.ENSP00000248244 (pp) 9606.ENSP00000286186","0.099",,"0.9",,,,,"0.906","0.044"
,"pp",,"9606.ENSP00000248244 (pp) 9606.ENSP00000301838","false","pp","9606.ENSP00000248244 (pp) 9606.ENSP00000301838","0.129",,"0.9","0.092",,,,"0.961","0.575"
,"pp",,"9606.ENSP00000248244 (pp) 9606.ENSP00000259808","false","pp","9606.ENSP00000248244 (pp) 9606.ENSP00000259808","0.112",,"0.9","0.755",,,,"0.994","0.768"
,"pp",,"9606.ENSP00000248244 (pp) 9606.ENSP00000433623","false","pp","9606.ENSP00000248244 (pp) 9606.ENSP00000433623","0.114",,"0.9","0.895",,,,"0.998","0.815"
"0","pp",,"9606.ENSP00000477908 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000477908 (pp) 7124","0.774",,"0.4",,,,,"0.988","0.924"
,"pp",,"9606.ENSP00000477908 (pp) 9606.ENSP00000263341","false","pp","9606.ENSP00000477908 (pp) 3553","0.641",,"0.4",,,,,"0.972","0.883"
,"pp",,"9606.ENSP00000477908 (pp) 9606.ENSP00000263339","false","pp","9606.ENSP00000477908 (pp) 3552","0.259",,"0.4",,,,,"0.923","0.841"
,"pp",,"9606.ENSP00000477908 (pp) 9606.ENSP00000482259","false","pp","9606.ENSP00000477908 (pp) 9606.ENSP00000482259","0.921","0.063","0.4","0.292",,,,"0.997","0.943"
,"pp",,"9606.ENSP00000477908 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000477908 (pp) 3569","0.277",,"0.4",,,,,"0.962","0.92"
,"pp",,"9606.ENSP00000477908 (pp) 9606.ENSP00000474412","false","pp","9606.ENSP00000477908 (pp) CCL5","0.166","0.069","0.4",,,,,"0.913","0.836"
,"pp",,"9606.ENSP00000477908 (pp) 9606.ENSP00000265986","false","pp","9606.ENSP00000477908 (pp) 3416",,,,"0.946",,,,"0.953","0.156"
,"pp",,"9606.ENSP00000477908 (pp) 9606.ENSP00000229135","false","pp","9606.ENSP00000477908 (pp) 3458","0.333",,,,,,,"0.947","0.924"
,"pp",,"9606.ENSP00000477908 (pp) 9606.ENSP00000292303","false","pp","9606.ENSP00000477908 (pp) 1234","0.248",,"0.9","0.51",,,,"0.999","0.999"
,"pp",,"9606.ENSP00000477908 (pp) 9606.ENSP00000296871","false","pp","9606.ENSP00000477908 (pp) 1437","0.197",,"0.4",,,,,"0.935","0.877"
,"pp",,"9606.ENSP00000477908 (pp) 9606.ENSP00000412237","false","pp","9606.ENSP00000477908 (pp) 3586","0.227",,"0.4",,,,,"0.972","0.945"
,"pp",,"9606.ENSP00000353198 (pp) 9606.ENSP00000384092","false","pp","9606.ENSP00000353198 (pp) 9606.ENSP00000384092","0.077",,"0.5",,,,,"0.95","0.901"
,"pp",,"9606.ENSP00000353198 (pp) 9606.ENSP00000384364","false","pp","9606.ENSP00000353198 (pp) 4852","0.08","0.068","0.9",,,,,"0.98","0.803"
,"pp",,"9606.ENSP00000353198 (pp) 9606.ENSP00000335074","false","pp","9606.ENSP00000353198 (pp) 51738","0.088",,,,,,,"0.961","0.959"
,"pp",,"9606.ENSP00000353198 (pp) 9606.ENSP00000354652","false","pp","9606.ENSP00000353198 (pp) 4886","0.049",,"0.9","0.994",,,,"0.999","0.933"
,"pp",,"9606.ENSP00000353198 (pp) 9606.ENSP00000287641","false","pp","9606.ENSP00000353198 (pp) 6750","0.26",,"0.5",,,,,"0.902","0.756"
,"pp",,"9606.ENSP00000353198 (pp) 9606.ENSP00000379472","false","pp","9606.ENSP00000353198 (pp) 885","0.045",,,,,,,"0.903","0.903"
,"pp",,"9606.ENSP00000353198 (pp) 9606.ENSP00000312652","false","pp","9606.ENSP00000353198 (pp) 3952",,,,,,,,"0.908","0.909"
,"pp",,"9606.ENSP00000319052 (pp) 9606.ENSP00000352572","false","pp","1068 (pp) 5116",,,"0.4","0.277",,,,"0.938","0.87"
,"pp",,"9606.ENSP00000259008 (pp) 9606.ENSP00000382628","false","pp","9606.ENSP00000259008 (pp) 9606.ENSP00000382628","0.137",,"0.5","0.069",,,,"0.902","0.787"
,"pp",,"9606.ENSP00000259008 (pp) 9606.ENSP00000265433","false","pp","9606.ENSP00000259008 (pp) 9606.ENSP00000265433","0.063",,"0.5","0.994",,,,"0.998","0.548"
,"pp",,"9606.ENSP00000259008 (pp) 9606.ENSP00000289081","false","pp","9606.ENSP00000259008 (pp) 9606.ENSP00000289081","0.109",,,,,,,"0.913","0.906"
"0","pp",,"9606.ENSP00000259008 (pp) 9606.ENSP00000261584","false","pp","9606.ENSP00000259008 (pp) 79728","0.15",,"0.9","0.292",,,,"0.998","0.98"
,"pp",,"9606.ENSP00000259008 (pp) 9606.ENSP00000310842","false","pp","9606.ENSP00000259008 (pp) 9606.ENSP00000310842","0.256",,,,,,,"0.994","0.993"
,"pp",,"9606.ENSP00000259008 (pp) 9606.ENSP00000369497","false","pp","9606.ENSP00000259008 (pp) 675","0.436",,"0.9","0.292",,,,"0.998","0.975"
,"pp",,"9606.ENSP00000259008 (pp) 9606.ENSP00000391090","false","pp","9606.ENSP00000259008 (pp) 1111","0.28",,"0.8","0.068",,,,"0.933","0.566"
,"pp",,"9606.ENSP00000259008 (pp) 9606.ENSP00000278616","false","pp","9606.ENSP00000259008 (pp) 472","0.042",,"0.8",,,,,"0.933","0.679"
,"pp",,"9606.ENSP00000259008 (pp) 9606.ENSP00000287647","false","pp","9606.ENSP00000259008 (pp) FANCD2","0.21",,,"0.515",,,,"0.997","0.993"
,"pp",,"9606.ENSP00000259008 (pp) 9606.ENSP00000418960","false","pp","9606.ENSP00000259008 (pp) 672","0.381",,"0.9","0.999",,,,"0.999","0.997"
,"pp",,"9606.ENSP00000263864 (pp) 9606.ENSP00000418572","false","pp","9606.ENSP00000263864 (pp) 6844;VAMP2","0.044",,"0.9","0.292",,,,"0.966","0.558"
,"pp",,"9606.ENSP00000263864 (pp) 9606.ENSP00000363054","false","pp","9606.ENSP00000263864 (pp) 9606.ENSP00000363054","0.077",,"0.9","0.943",,,,"0.998","0.751"
,"pp",,"9606.ENSP00000263864 (pp) 9606.ENSP00000338562","false","pp","9606.ENSP00000263864 (pp) 9606.ENSP00000338562","0.056",,"0.54","0.881",,,,"0.999","0.994"
,"pp",,"9606.ENSP00000263864 (pp) 9606.ENSP00000321826","false","pp","9606.ENSP00000263864 (pp) 9606.ENSP00000321826",,,"0.54","0.071",,,,"0.901","0.788"
,"pp",,"9606.ENSP00000263864 (pp) 9606.ENSP00000317714","false","pp","9606.ENSP00000263864 (pp) 9606.ENSP00000317714","0.065",,"0.9","0.806",,,,"0.999","0.999"
,"pp",,"9606.ENSP00000263864 (pp) 9606.ENSP00000376178","false","pp","9606.ENSP00000263864 (pp) 9606.ENSP00000376178",,,"0.54","0.728",,,,"0.994","0.959"
,"pp",,"9606.ENSP00000263864 (pp) 9606.ENSP00000215730","false","pp","9606.ENSP00000263864 (pp) 9342","0.07",,"0.9","0.988",,,,"0.999","0.998"
,"pp",,"9606.ENSP00000263864 (pp) 9606.ENSP00000222812","false","pp","9606.ENSP00000263864 (pp) STX1A",,,"0.9","0.488",,,,"0.991","0.841"
,"pp",,"9606.ENSP00000263864 (pp) 9606.ENSP00000254976","false","pp","9606.ENSP00000263864 (pp) SNAP25","0.067",,"0.9","0.399",,,,"0.991","0.87"
,"pp",,"9606.ENSP00000263864 (pp) 9606.ENSP00000335193","false","pp","9606.ENSP00000263864 (pp) 23339","0.055",,,"0.954",,,,"0.984","0.667"
,"pp",,"9606.ENSP00000263864 (pp) 9606.ENSP00000262640","false","pp","9606.ENSP00000263864 (pp) 6845","0.122",,"0.9","0.053",,,,"0.999","0.99"
,"pp",,"9606.ENSP00000265459 (pp) 9606.ENSP00000442600","false","pp","NRXN2 (pp) DAG1",,,,,,,,"0.997","0.997"
,"pp",,"9606.ENSP00000265459 (pp) 9606.ENSP00000370483","false","pp","NRXN2 (pp) NLGN4X","0.11",,"0.9","0.294",,,,"0.999","0.998"
,"pp",,"9606.ENSP00000265459 (pp) 9606.ENSP00000305288","false","pp","NRXN2 (pp) NLGN2","0.116",,"0.9","0.479",,,,"0.999","0.999"
,"pp",,"9606.ENSP00000265459 (pp) 9606.ENSP00000497806","false","pp","NRXN2 (pp) 1742","0.156",,"0.5","0.113",,,,"0.987","0.971"
,"pp",,"9606.ENSP00000265459 (pp) 9606.ENSP00000351591","false","pp","NRXN2 (pp) NLGN3","0.179",,"0.9","0.294",,,,"0.999","0.998"
,"pp",,"9606.ENSP00000265459 (pp) 9606.ENSP00000392500","false","pp","NRXN2 (pp) NLGN1","0.106",,"0.9","0.479",,,,"0.999","0.999"
,"pp",,"9606.ENSP00000265459 (pp) 9606.ENSP00000385142","false","pp","NRXN2 (pp) NRXN1","0.194","0.055","0.9",,,,,"0.922","0.101"
,"pp",,"9606.ENSP00000339881 (pp) 9606.ENSP00000362092","false","pp","9606.ENSP00000339881 (pp) 9606.ENSP00000362092","0.067",,"0.5","0.994",,,,"0.998","0.668"
,"pp",,"9606.ENSP00000339881 (pp) 9606.ENSP00000498382","false","pp","9606.ENSP00000339881 (pp) DEPDC5","0.242",,"0.9","0.997",,,,"0.999","0.809"
,"pp",,"9606.ENSP00000339881 (pp) 9606.ENSP00000483814","false","pp","9606.ENSP00000339881 (pp) NPRL3",,,"0.9","0.954",,,,"0.999","0.84"
,"pp",,"9606.ENSP00000339881 (pp) 9606.ENSP00000232501","false","pp","9606.ENSP00000339881 (pp) 10641","0.049",,"0.9","0.998",,,,"0.999","0.827"
,"pp",,"9606.ENSP00000339881 (pp) 9606.ENSP00000369899","false","pp","9606.ENSP00000339881 (pp) 9606.ENSP00000369899","0.049",,"0.5","0.994",,,,"0.998","0.688"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000500582","false","pp","9606.ENSP00000222005 (pp) AKT3","0.073",,"0.9","0.596",,,,"0.963","0.136"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000298910","false","pp","9606.ENSP00000222005 (pp) 120892",,,,"0.851",,,,"0.925","0.524"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000401888","false","pp","9606.ENSP00000222005 (pp) RAF1","0.06",,,"0.98",,,,"0.993","0.654"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000359424","false","pp","9606.ENSP00000222005 (pp) 9606.ENSP00000359424","0.047",,,"0.847",,,,"0.979","0.871"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000335153","false","pp","9606.ENSP00000222005 (pp) 9606.ENSP00000335153","0.134",,"0.8","0.996",,,,"0.999","0.999"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000298552","false","pp","9606.ENSP00000222005 (pp) 9606.ENSP00000298552","0.054",,"0.9","0.508",,,,"0.958","0.207"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000360609","false","pp","9606.ENSP00000222005 (pp) 9606.ENSP00000360609","0.155",,"0.8","0.993",,,,"0.999","0.998"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000437125","false","pp","9606.ENSP00000222005 (pp) 9606.ENSP00000437125","0.145",,"0.54","0.228",,,,"0.902","0.718"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000375892","false","pp","9606.ENSP00000222005 (pp) 9606.ENSP00000375892","0.092",,"0.9","0.367",,,,"0.944","0.145"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000275493","false","pp","9606.ENSP00000222005 (pp) EGFR","0.047",,"0.5","0.627",,,,"0.917","0.589"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000483825","false","pp","9606.ENSP00000222005 (pp) 9606.ENSP00000483825","0.08",,,"0.811",,,,"0.921","0.587"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000222005 (pp) 207","0.151",,"0.9","0.743",,,,"0.995","0.833"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000317334","false","pp","9606.ENSP00000222005 (pp) 6950","0.181",,"0.9",,,,,"0.929","0.213"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000364204","false","pp","9606.ENSP00000222005 (pp) 65018","0.042",,,"0.787",,,,"0.979","0.91"
,"pp",,"9606.ENSP00000222005 (pp) 9606.ENSP00000482075","false","pp","9606.ENSP00000222005 (pp) 9606.ENSP00000482075","0.137",,"0.9","0.443",,,,"0.997","0.948"
,"pp",,"9606.ENSP00000389140 (pp) 9606.ENSP00000406022","false","pp","DCC (pp) 8633","0.066",,"0.8","0.102",,,,"0.92","0.581"
"0","pp",,"9606.ENSP00000403888 (pp) 9606.ENSP00000474725","false","pp","27185 (pp) FBXW7",,,,"0.926",,,,"0.931","0.108"
,"pp",,"9606.ENSP00000477760 (pp) 9606.ENSP00000287598","false","pp","9606.ENSP00000477760 (pp) BUB1B",,,"0.72","0.965",,,,"0.992","0.307"
,"pp",,"9606.ENSP00000477760 (pp) 9606.ENSP00000418960","false","pp","9606.ENSP00000477760 (pp) 672",,,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000477760 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000477760 (pp) 890",,,"0.5","0.8",,,,"0.911","0.183"
,"pp",,"9606.ENSP00000231420 (pp) 9606.ENSP00000359258","false","pp","64902 (pp) 2730","0.066",,"0.9",,,,,"0.905","0.068"
,"pp",,"9606.ENSP00000231420 (pp) 9606.ENSP00000318868","false","pp","64902 (pp) 6470","0.088",,"0.9",,,,,"0.938","0.378"
,"pp",,"9606.ENSP00000231420 (pp) 9606.ENSP00000497574","false","pp","64902 (pp) 2729","0.042",,"0.9",,,,,"0.906","0.107"
,"pp",,"9606.ENSP00000368458 (pp) 9606.ENSP00000481380","false","pp","PCNA (pp) 890","0.447",,,"0.794",,,,"0.925","0.398"
"0","pp",,"9606.ENSP00000368458 (pp) 9606.ENSP00000408295","false","pp","PCNA (pp) RFC5","0.442",,"0.5","0.997",,,"0.057","0.999","0.256"
,"pp",,"9606.ENSP00000367284 (pp) 9606.ENSP00000306866","false","pp","9606.ENSP00000367284 (pp) 11337","0.053",,"0.9",,,,,"0.999","0.993"
,"pp",,"9606.ENSP00000367284 (pp) 9606.ENSP00000370744","false","pp","9606.ENSP00000367284 (pp) 9606.ENSP00000370744",,,,,,,,"0.978","0.978"
,"pp",,"9606.ENSP00000367284 (pp) 9606.ENSP00000324560","false","pp","9606.ENSP00000367284 (pp) ULK1",,,"0.9","0.154",,,,"0.962","0.595"
,"pp",,"9606.ENSP00000367284 (pp) 9606.ENSP00000370003","false","pp","9606.ENSP00000367284 (pp) BNIP3L","0.042",,,,,,,"0.966","0.967"
"0","pp",,"9606.ENSP00000414303 (pp) 9606.ENSP00000477455","false","pp","627 (pp) GRIN2B","0.056",,"0.5",,,,,"0.931","0.867"
,"pp",,"9606.ENSP00000414303 (pp) 9606.ENSP00000431418","false","pp","627 (pp) 4914","0.06",,"0.65","0.065",,,,"0.999","0.999"
,"pp",,"9606.ENSP00000376287 (pp) 9606.ENSP00000241125","false","pp","9606.ENSP00000376287 (pp) GJA3",,,,,,,,"0.921","0.921"
,"pp",,"9606.ENSP00000376287 (pp) 9606.ENSP00000358238","false","pp","9606.ENSP00000376287 (pp) GJA8",,,,,,,,"0.922","0.923"
