"__glayCluster","interaction","KER","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"0","pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000366746 (pp) 9606.ENSP00000371067","0.063",,"0.9","0.313",,,,"0.974","0.649"
,"pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000380794","false","pp","9606.ENSP00000366746 (pp) 9606.ENSP00000380794","0.06",,"0.9",,,,,"0.915","0.174"
,"pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000469240","false","pp","9606.ENSP00000366746 (pp) 9606.ENSP00000469240","0.042",,"0.9",,,,,"0.957","0.591"
,"pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000421380","false","pp","9606.ENSP00000366746 (pp) 9606.ENSP00000421380","0.044",,"0.9",,,,,"0.954","0.563"
,"pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000367299","false","pp","9606.ENSP00000366746 (pp) 9606.ENSP00000367299","0.049",,"0.9",,,,,"0.974","0.757"
,"pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000486574","false","pp","9606.ENSP00000366746 (pp) 9606.ENSP00000486574","0.148",,"0.9",,,,,"0.944","0.398"
,"pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000324810","false","pp","9606.ENSP00000366746 (pp) MVB12A","0.042",,"0.9","0.453",,,,"0.969","0.484"
,"pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000366565","false","pp","9606.ENSP00000366746 (pp) VPS28","0.044",,"0.9",,,,,"0.965","0.669"
,"pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000432279","false","pp","9606.ENSP00000366746 (pp) 9606.ENSP00000432279","0.048",,"0.9",,,,,"0.934","0.367"
,"pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000318629","false","pp","9606.ENSP00000366746 (pp) VPS37A","0.127",,"0.9",,,,,"0.941","0.38"
,"pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000320416","false","pp","9606.ENSP00000366746 (pp) VPS37D","0.054",,"0.9",,,,,"0.92","0.231"
,"pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000251968","false","pp","9606.ENSP00000366746 (pp) TSG101","0.084",,"0.9","0.471",,,,"0.996","0.945"
,"pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000301765","false","pp","9606.ENSP00000366746 (pp) VPS37C","0.062",,"0.9",,,,,"0.919","0.206"
"0","pp",,"9606.ENSP00000366746 (pp) 9606.ENSP00000499900","false","pp","9606.ENSP00000366746 (pp) 9606.ENSP00000499900","0.086",,"0.9","0.07",,,,"0.912","0.088"
,"pp",,"9606.ENSP00000466775 (pp) 9606.ENSP00000205948","false","pp","9606.ENSP00000466775 (pp) 350","0.289",,"0.72",,,,,"0.946","0.751"
,"pp",,"9606.ENSP00000466775 (pp) 9606.ENSP00000315130","false","pp","9606.ENSP00000466775 (pp) 1191",,,"0.72",,,,,"0.955","0.848"
,"pp",,"9606.ENSP00000466775 (pp) 9606.ENSP00000497642","false","pp","9606.ENSP00000466775 (pp) 4023","0.048",,"0.9",,,,,"0.998","0.983"
,"pp",,"9606.ENSP00000466775 (pp) 9606.ENSP00000252486","false","pp","9606.ENSP00000466775 (pp) 348","0.139",,"0.8","0.564",,,,"0.999","0.998"
,"pp",,"9606.ENSP00000466775 (pp) 9606.ENSP00000468236","false","pp","9606.ENSP00000466775 (pp) 9606.ENSP00000468236","0.163",,"0.72",,"0.411",,,"0.987","0.922"
,"pp",,"9606.ENSP00000466775 (pp) 9606.ENSP00000350425","false","pp","9606.ENSP00000466775 (pp) 337","0.149",,"0.8",,,,,"0.987","0.934"
,"pp",,"9606.ENSP00000201586 (pp) 9606.ENSP00000310721","false","pp","9606.ENSP00000201586 (pp) CYP7B1","0.063",,"0.9",,,,,"0.934","0.361"
,"pp",,"9606.ENSP00000201586 (pp) 9606.ENSP00000440689","false","pp","9606.ENSP00000201586 (pp) 1571","0.068",,"0.9",,,,,"0.919","0.203"
,"pp",,"9606.ENSP00000201586 (pp) 9606.ENSP00000342007","false","pp","9606.ENSP00000201586 (pp) 1544","0.111",,"0.9",,,,,"0.923","0.206"
,"pp",,"9606.ENSP00000201586 (pp) 9606.ENSP00000337450","false","pp","9606.ENSP00000201586 (pp) 9606.ENSP00000337450","0.105",,"0.9",,,,,"0.934","0.326"
,"pp",,"9606.ENSP00000201586 (pp) 9606.ENSP00000222982","false","pp","9606.ENSP00000201586 (pp) 1577","0.111",,"0.9",,,,,"0.932","0.301"
,"pp",,"9606.ENSP00000201586 (pp) 9606.ENSP00000498939","false","pp","9606.ENSP00000201586 (pp) 1576","0.105",,"0.9",,,,,"0.923","0.213"
,"pp",,"9606.ENSP00000292079 (pp) 9606.ENSP00000481244","false","pp","9606.ENSP00000292079 (pp) 5348",,,"0.9",,,,,"0.915","0.185"
"0","pp",,"9606.ENSP00000292079 (pp) 9606.ENSP00000215832","false","pp","9606.ENSP00000292079 (pp) MAPK1","0.059",,"0.9",,,,,"0.901",
,"pp",,"9606.ENSP00000292079 (pp) 9606.ENSP00000363092","false","pp","9606.ENSP00000292079 (pp) PRKG1",,,"0.9",,,,,"0.903","0.079"
"0","pp",,"9606.ENSP00000292079 (pp) 9606.ENSP00000263025","false","pp","9606.ENSP00000292079 (pp) MAPK3","0.059",,"0.9",,,,,"0.901",
,"pp",,"9606.ENSP00000361728 (pp) 9606.ENSP00000172229","false","pp","9606.ENSP00000361728 (pp) 4804",,,"0.9","0.304",,,,"0.991","0.888"
"0","pp",,"9606.ENSP00000361728 (pp) 9606.ENSP00000264335","false","pp","9606.ENSP00000361728 (pp) 7531","0.044",,"0.9","0.292",,,,"0.936","0.176"
,"pp",,"9606.ENSP00000217420 (pp) 9606.ENSP00000263160","false","pp","140679 (pp) 57084","0.2",,"0.9",,,,,"0.991","0.898"
,"pp",,"9606.ENSP00000217420 (pp) 9606.ENSP00000496339","false","pp","140679 (pp) 6571",,,"0.9",,,,,"0.965","0.668"
,"pp",,"9606.ENSP00000217420 (pp) 9606.ENSP00000387549","false","pp","140679 (pp) 6570",,,"0.9",,,,,"0.949","0.518"
,"pp",,"9606.ENSP00000217420 (pp) 9606.ENSP00000221485","false","pp","140679 (pp) 57030","0.226",,"0.9",,,,,"0.996","0.96"
,"pp",,"9606.ENSP00000217420 (pp) 9606.ENSP00000365437","false","pp","140679 (pp) 2572","0.307",,"0.5",,,,,"0.987","0.967"
,"pp",,"9606.ENSP00000217420 (pp) 9606.ENSP00000350928","false","pp","140679 (pp) 2571","0.229",,"0.5",,,,,"0.977","0.946"
,"pp",,"9606.ENSP00000217420 (pp) 9606.ENSP00000418572","false","pp","140679 (pp) 6844;VAMP2","0.148",,"0.8",,,,,"0.909","0.513"
,"pp",,"9606.ENSP00000366024 (pp) 9606.ENSP00000399168","false","pp","9606.ENSP00000366024 (pp) 3106","0.674","0.051","0.65","0.421",,,,"0.959","0.457"
,"pp",,"9606.ENSP00000366024 (pp) 9606.ENSP00000365402","false","pp","9606.ENSP00000366024 (pp) 3107","0.451","0.051","0.65","0.629",,,,"0.95","0.386"
,"pp",,"9606.ENSP00000366024 (pp) 9606.ENSP00000496416","false","pp","9606.ENSP00000366024 (pp) 9606.ENSP00000496416","0.056",,"0.9",,,,,"0.901",
,"pp",,"9606.ENSP00000366024 (pp) 9606.ENSP00000365817","false","pp","9606.ENSP00000366024 (pp) 3133","0.435","0.052","0.65","0.593",,,,"0.98","0.781"
,"pp",,"9606.ENSP00000366024 (pp) 9606.ENSP00000438038","false","pp","9606.ENSP00000366024 (pp) 9606.ENSP00000438038",,,"0.65","0.613",,,,"0.998","0.993"
,"pp",,"9606.ENSP00000366024 (pp) 9606.ENSP00000497910","false","pp","9606.ENSP00000366024 (pp) 567","0.267",,"0.9","0.992",,,,"0.999","0.758"
,"pp",,"9606.ENSP00000366024 (pp) 9606.ENSP00000300289","false","pp","9606.ENSP00000366024 (pp) PDIA3","0.044",,"0.9",,,,,"0.919","0.222"
,"pp",,"9606.ENSP00000366024 (pp) 9606.ENSP00000315997","false","pp","9606.ENSP00000366024 (pp) 10859","0.068",,"0.5","0.97",,,,"0.999","0.997"
,"pp",,"9606.ENSP00000366024 (pp) 9606.ENSP00000375608","false","pp","9606.ENSP00000366024 (pp) 9606.ENSP00000375608","0.066",,"0.9","0.177",,,,"0.963","0.576"
,"pp",,"9606.ENSP00000366024 (pp) 9606.ENSP00000371327","false","pp","9606.ENSP00000366024 (pp) 9606.ENSP00000371327","0.056",,"0.65","0.424",,,,"0.948","0.761"
,"pp",,"9606.ENSP00000366024 (pp) 9606.ENSP00000379873","false","pp","9606.ENSP00000366024 (pp) 3105","0.535","0.05","0.65","0.476",,,,"0.947","0.454"
,"pp",,"9606.ENSP00000366024 (pp) 9606.ENSP00000404833","false","pp","9606.ENSP00000366024 (pp) 6892","0.137",,"0.9",,"0.001",,,"0.966","0.639"
,"pp",,"9606.ENSP00000366024 (pp) 9606.ENSP00000375629","false","pp","9606.ENSP00000366024 (pp) 9606.ENSP00000375629","0.107",,"0.5","0.983",,,,"0.999","0.996"
"0","pp",,"9606.ENSP00000440556 (pp) 9606.ENSP00000497110","false","pp","2914 (pp) GRM6","0.044","0.053","0.9",,,,,"0.952","0.534"
,"pp",,"9606.ENSP00000379873 (pp) 9606.ENSP00000497910","false","pp","3105 (pp) 567","0.747",,"0.9","0.995",,,,"0.999","0.998"
,"pp",,"9606.ENSP00000379873 (pp) 9606.ENSP00000399168","false","pp","3105 (pp) 3106","0.999","0.049","0.9","0.316",,,,"0.999","0.823"
,"pp",,"9606.ENSP00000379873 (pp) 9606.ENSP00000404833","false","pp","3105 (pp) 6892","0.167",,"0.9","0.961","0.001",,,"0.998","0.691"
,"pp",,"9606.ENSP00000379873 (pp) 9606.ENSP00000408146","false","pp","3105 (pp) 3115","0.192",,"0.9",,,,,"0.942","0.344"
,"pp",,"9606.ENSP00000463752 (pp) 9606.ENSP00000358238","false","pp","9606.ENSP00000463752 (pp) GJA8","0.042",,"0.9",,,,,"0.906","0.105"
,"pp",,"9606.ENSP00000463752 (pp) 9606.ENSP00000241125","false","pp","9606.ENSP00000463752 (pp) GJA3","0.066",,"0.9",,,,,"0.907","0.093"
,"pp",,"9606.ENSP00000297338 (pp) 9606.ENSP00000303427","false","pp","RAD21 (pp) PDS5A","0.336",,"0.5","0.953",,,,"0.999","0.998"
,"pp",,"9606.ENSP00000297338 (pp) 9606.ENSP00000298767","false","pp","RAD21 (pp) WAPAL","0.082",,"0.5","0.893",,,,"0.999","0.99"
,"pp",,"9606.ENSP00000297338 (pp) 9606.ENSP00000313851","false","pp","RAD21 (pp) PDS5B","0.393",,"0.5","0.967",,,,"0.998","0.89"
,"pp",,"9606.ENSP00000297338 (pp) 9606.ENSP00000354720","false","pp","RAD21 (pp) SMC3","0.526",,"0.9","0.999",,,,"0.999","0.999"
,"pp",,"9606.ENSP00000297338 (pp) 9606.ENSP00000323421","false","pp","RAD21 (pp) SMC1A","0.554",,"0.9","0.999",,,,"0.999","0.999"
"0","pp",,"9606.ENSP00000297338 (pp) 9606.ENSP00000494538","false","pp","RAD21 (pp) 10664","0.197",,,"0.604",,,,"0.999","0.997"
,"pp",,"9606.ENSP00000297338 (pp) 9606.ENSP00000372689","false","pp","RAD21 (pp) STAG1","0.215",,"0.9","0.999",,,,"0.999","0.999"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000301838","false","pp","9606.ENSP00000259075 (pp) 9606.ENSP00000301838",,,,"0.26",,,,"0.901","0.872"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000483825","false","pp","9606.ENSP00000259075 (pp) 9606.ENSP00000483825","0.068",,"0.9","0.836",,,,"0.999","0.99"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000162749","false","pp","9606.ENSP00000259075 (pp) 7132","0.047",,,"0.994",,,,"0.997","0.597"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000368022","false","pp","9606.ENSP00000259075 (pp) 9606.ENSP00000368022","0.116",,"0.9","0.045",,,,"0.945","0.433"
"0","pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000385025","false","pp","9606.ENSP00000259075 (pp) 9606.ENSP00000385025",,,"0.9",,,,,"0.925","0.286"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000247668","false","pp","9606.ENSP00000259075 (pp) TRAF2",,,"0.5","0.894",,,,"0.973","0.535"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000329967","false","pp","9606.ENSP00000259075 (pp) 9606.ENSP00000329967","0.162",,"0.8","0.994",,,,"0.999","0.998"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000376500","false","pp","9606.ENSP00000259075 (pp) TRAF3",,,"0.9","0.886",,,,"0.999","0.998"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000433623","false","pp","9606.ENSP00000259075 (pp) 9606.ENSP00000433623","0.062",,"0.5","0.314",,,,"0.986","0.962"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000471896","false","pp","9606.ENSP00000259075 (pp) IRF3",,,"0.5","0.312",,,,"0.95","0.868"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000374455","false","pp","9606.ENSP00000259075 (pp) SQSTM1",,,"0.9",,,,,"0.922","0.261"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000341268","false","pp","9606.ENSP00000259075 (pp) 9606.ENSP00000341268",,,"0.9",,,,,"0.998","0.99"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000398698","false","pp","9606.ENSP00000259075 (pp) 7124","0.056",,,"0.994",,,,"0.996","0.447"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000362994","false","pp","9606.ENSP00000259075 (pp) TRAF1","0.056",,,"0.843",,,,"0.979","0.875"
,"pp",,"9606.ENSP00000259075 (pp) 9606.ENSP00000477613","false","pp","9606.ENSP00000259075 (pp) 9606.ENSP00000477613","0.124",,,"0.621",,,,"0.934","0.818"
,"pp",,"9606.ENSP00000381693 (pp) 9606.ENSP00000264414","false","pp","9606.ENSP00000381693 (pp) CUL3","0.049",,"0.9","0.303",,,,"0.94","0.212"
,"pp",,"9606.ENSP00000381693 (pp) 9606.ENSP00000401878","false","pp","9606.ENSP00000381693 (pp) 9606.ENSP00000401878",,,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000381693 (pp) 9606.ENSP00000385096","false","pp","9606.ENSP00000381693 (pp) 9606.ENSP00000385096","0.042",,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000381693 (pp) 9606.ENSP00000499185","false","pp","9606.ENSP00000381693 (pp) 9606.ENSP00000499185",,,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000381693 (pp) 9606.ENSP00000496779","false","pp","9606.ENSP00000381693 (pp) LZTR1","0.185",,"0.9",,,,,"0.915",
,"pp",,"9606.ENSP00000381693 (pp) 9606.ENSP00000497351","false","pp","9606.ENSP00000381693 (pp) 9606.ENSP00000497351",,,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000381693 (pp) 9606.ENSP00000331682","false","pp","9606.ENSP00000381693 (pp) KLHL22","0.082",,"0.9",,,,,"0.904",
,"pp",,"9606.ENSP00000381693 (pp) 9606.ENSP00000216225","false","pp","9606.ENSP00000381693 (pp) RBX1",,,"0.9",,,,,"0.92","0.239"
,"pp",,"9606.ENSP00000381693 (pp) 9606.ENSP00000455785","false","pp","9606.ENSP00000381693 (pp) 9606.ENSP00000455785","0.072",,"0.9",,,,,"0.903",
,"pp",,"9606.ENSP00000399970 (pp) 9606.ENSP00000412324","false","pp","9606.ENSP00000399970 (pp) 9606.ENSP00000412324","0.063",,"0.72","0.095",,,,"0.925","0.723"
"0","pp",,"9606.ENSP00000399970 (pp) 9606.ENSP00000419465","false","pp","9606.ENSP00000399970 (pp) 9606.ENSP00000419465",,,"0.9","0.071",,,,"0.903","0.043"
,"pp",,"9606.ENSP00000399970 (pp) 9606.ENSP00000418447","false","pp","9606.ENSP00000399970 (pp) 9606.ENSP00000418447","0.086",,"0.9","0.994",,,,"0.999","0.855"
"0","pp",,"9606.ENSP00000399970 (pp) 9606.ENSP00000478927","false","pp","9606.ENSP00000399970 (pp) 9606.ENSP00000478927",,,"0.9","0.071",,,,"0.903","0.043"
"0","pp",,"9606.ENSP00000399970 (pp) 9606.ENSP00000226574","false","pp","9606.ENSP00000399970 (pp) NFKB1","0.049",,"0.9","0.095",,,,"0.907","0.054"
"0","pp",,"9606.ENSP00000399970 (pp) 9606.ENSP00000381185","false","pp","9606.ENSP00000399970 (pp) 596","0.049",,"0.9",,,,,"0.907","0.101"
,"pp",,"9606.ENSP00000399970 (pp) 9606.ENSP00000347379","false","pp","9606.ENSP00000399970 (pp) OCLN","0.051",,"0.9","0.097",,,,"0.906",
"0","pp",,"9606.ENSP00000399970 (pp) 9606.ENSP00000354859","false","pp","9606.ENSP00000399970 (pp) 1813",,,"0.9",,,,,"0.9","0.042"
"0","pp",,"9606.ENSP00000399970 (pp) 9606.ENSP00000384273","false","pp","9606.ENSP00000399970 (pp) 5970","0.049",,"0.9","0.098",,,,"0.906",
,"pp",,"9606.ENSP00000399970 (pp) 9606.ENSP00000377936","false","pp","9606.ENSP00000399970 (pp) 5521","0.052","0.05","0.9","0.34",,,,"0.935","0.08"
,"pp",,"9606.ENSP00000399970 (pp) 9606.ENSP00000355533","false","pp","9606.ENSP00000399970 (pp) RYR2",,,"0.9",,,,,"0.9",
"0","pp",,"9606.ENSP00000378769 (pp) 9606.ENSP00000500386","false","pp","PPP1CB (pp) CAMK2A","0.074",,"0.9","0.063",,,,"0.923","0.226"
,"pp",,"9606.ENSP00000378769 (pp) 9606.ENSP00000481554","false","pp","PPP1CB (pp) 2892",,,"0.9",,,,,"0.903","0.072"
,"pp",,"9606.ENSP00000378769 (pp) 9606.ENSP00000477455","false","pp","PPP1CB (pp) GRIN2B",,,"0.9","0.064",,,,"0.908","0.102"
,"pp",,"9606.ENSP00000378769 (pp) 9606.ENSP00000428994","false","pp","PPP1CB (pp) 2890",,,"0.9",,,,,"0.912","0.157"
,"pp",,"9606.ENSP00000378769 (pp) 9606.ENSP00000478767","false","pp","PPP1CB (pp) 84687","0.049",,,"0.632",,,,"0.93","0.818"
"0","pp",,"9606.ENSP00000378769 (pp) 9606.ENSP00000379098","false","pp","PPP1CB (pp) CAMK2B","0.074",,"0.9","0.063",,,,"0.92","0.196"
,"pp",,"9606.ENSP00000478766 (pp) 9606.ENSP00000327268","false","pp","9606.ENSP00000478766 (pp) 4729","0.61",,"0.744","0.497",,,,"0.95","0.135"
,"pp",,"9606.ENSP00000478766 (pp) 9606.ENSP00000261584","false","pp","9606.ENSP00000478766 (pp) 79728","0.594",,"0.362","0.748",,,,"0.934","0.116"
,"pp",,"9606.ENSP00000478766 (pp) 9606.ENSP00000233627","false","pp","9606.ENSP00000478766 (pp) 374291","0.299",,"0.744","0.419",,,,"0.9","0.156"
,"pp",,"9606.ENSP00000478766 (pp) 9606.ENSP00000497587","false","pp","9606.ENSP00000478766 (pp) 4723","0.24",,"0.744","0.419",,,,"0.902","0.238"
,"pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000289104 (pp) 9606.ENSP00000428056","0.042",,"0.9","0.054",,,,"0.919","0.214"
,"pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000408695","false","pp","9606.ENSP00000289104 (pp) 5578","0.055",,"0.9",,,,,"0.909","0.123"
,"pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000403524","false","pp","9606.ENSP00000289104 (pp) 8315",,,"0.9","0.058",,,,"0.903","0.055"
,"pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000343656","false","pp","9606.ENSP00000289104 (pp) 9771","0.044",,"0.9","0.333",,,,"0.984","0.78"
,"pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000501150","false","pp","9606.ENSP00000289104 (pp) 5291","0.061",,"0.9","0.504",,,,"0.961","0.272"
,"pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000262741","false","pp","9606.ENSP00000289104 (pp) PIK3R3",,,"0.9","0.054",,,,"0.91","0.129"
"0","pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000290277","false","pp","9606.ENSP00000289104 (pp) 9606.ENSP00000290277","0.074",,"0.9","0.284",,,,"0.952","0.366"
"0","pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000382423","false","pp","9606.ENSP00000289104 (pp) 9606.ENSP00000382423","0.058",,"0.9","0.183",,,,"0.934","0.254"
,"pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000355771","false","pp","9606.ENSP00000289104 (pp) AFDN","0.042",,"0.9","0.347",,,,"0.97","0.589"
,"pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000263967","false","pp","9606.ENSP00000289104 (pp) 5290","0.061",,"0.9","0.954",,,,"0.996","0.232"
,"pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000358464","false","pp","9606.ENSP00000289104 (pp) SHOC2",,,"0.9","0.885",,,,"0.999","0.984"
"0","pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000341779","false","pp","9606.ENSP00000289104 (pp) 9606.ENSP00000341779","0.055",,"0.5","0.549",,,,"0.923","0.682"
"0","pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000401888","false","pp","9606.ENSP00000289104 (pp) RAF1","0.074",,"0.9","0.722",,,,"0.991","0.714"
,"pp",,"9606.ENSP00000289104 (pp) 9606.ENSP00000366563","false","pp","9606.ENSP00000289104 (pp) 9606.ENSP00000366563","0.061",,"0.9","0.504",,,,"0.954","0.146"
,"pp",,"9606.ENSP00000493780 (pp) 9606.ENSP00000438262","false","pp","9606.ENSP00000493780 (pp) TJP2",,"0.047",,"0.9",,,,"0.9",
,"pp",,"9606.ENSP00000376345 (pp) 9606.ENSP00000393312","false","pp","2885;GRB2 (pp) 2260","0.055",,"0.9","0.218",,,,"0.961","0.545"
"0","pp",,"9606.ENSP00000376345 (pp) 9606.ENSP00000442600","false","pp","2885;GRB2 (pp) DAG1","0.057",,,"0.378",,,,"0.921","0.877"
,"pp",,"9606.ENSP00000376345 (pp) 9606.ENSP00000391669","false","pp","2885;GRB2 (pp) BCAR1","0.042",,,"0.628",,,,"0.982","0.956"
,"pp",,"9606.ENSP00000376345 (pp) 9606.ENSP00000483570","false","pp","2885;GRB2 (pp) BTK","0.114",,"0.4","0.4",,,,"0.984","0.958"
,"pp",,"9606.ENSP00000376345 (pp) 9606.ENSP00000380638","false","pp","2885;GRB2 (pp) PTK2B","0.077",,,"0.637",,,,"0.951","0.866"
,"pp",,"9606.ENSP00000376345 (pp) 9606.ENSP00000410294","false","pp","2885;GRB2 (pp) 2263","0.055",,"0.9","0.734",,,,"0.993","0.756"
,"pp",,"9606.ENSP00000376345 (pp) 9606.ENSP00000431418","false","pp","2885;GRB2 (pp) 4914",,,"0.9","0.611",,,,"0.993","0.848"
,"pp",,"9606.ENSP00000376345 (pp) 9606.ENSP00000391592","false","pp","2885;GRB2 (pp) 5777","0.128",,"0.5","0.816",,,,"0.964","0.614"
"0","pp",,"9606.ENSP00000376345 (pp) 9606.ENSP00000451828","false","pp","2885;GRB2 (pp) 207","0.049",,,"0.1",,,,"0.907","0.901"
,"pp",,"9606.ENSP00000376345 (pp) 9606.ENSP00000497733","false","pp","2885;GRB2 (pp) CDC42","0.165",,"0.4","0.211",,,,"0.922","0.827"
,"pp",,"9606.ENSP00000376345 (pp) 9606.ENSP00000381492","false","pp","2885;GRB2 (pp) LAT2","0.066",,"0.5","0.51",,,,"0.966","0.872"
,"pp",,"9606.ENSP00000376345 (pp) 9606.ENSP00000398368","false","pp","2885;GRB2 (pp) 3977",,,"0.9",,,,,"0.916","0.204"
,"pp",,"9606.ENSP00000351490 (pp) 9606.ENSP00000399982","false","pp","9606.ENSP00000351490 (pp) 9606.ENSP00000399982","0.095",,"0.9",,,,,"0.907","0.057"
,"pp",,"9606.ENSP00000351490 (pp) 9606.ENSP00000370193","false","pp","9606.ENSP00000351490 (pp) 9606.ENSP00000370193","0.109",,"0.9","0.292",,,,"0.931",
,"pp",,"9606.ENSP00000351490 (pp) 9606.ENSP00000473172","false","pp","9606.ENSP00000351490 (pp) 9606.ENSP00000473172","0.049",,"0.9","0.457",,,,"0.95","0.162"
,"pp",,"9606.ENSP00000351490 (pp) 9606.ENSP00000349640","false","pp","9606.ENSP00000351490 (pp) MCRS1","0.049",,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000351490 (pp) 9606.ENSP00000387393","false","pp","9606.ENSP00000351490 (pp) KANSL1",,,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000351490 (pp) 9606.ENSP00000391457","false","pp","9606.ENSP00000351490 (pp) 9606.ENSP00000391457",,,"0.9",,,,,"0.9",
,"pp",,"9606.ENSP00000351490 (pp) 9606.ENSP00000406037","false","pp","9606.ENSP00000351490 (pp) 84148","0.049",,"0.9","0.046",,,,"0.901","0.042"
,"pp",,"9606.ENSP00000351490 (pp) 9606.ENSP00000356480","false","pp","9606.ENSP00000351490 (pp) 9606.ENSP00000356480","0.049",,"0.9","0.608",,,,"0.965","0.183"
,"pp",,"9606.ENSP00000351490 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000351490 (pp) MYC","0.047",,"0.9","0.999",,,,"0.999","0.987"
,"pp",,"9606.ENSP00000351490 (pp) 9606.ENSP00000436786","false","pp","9606.ENSP00000351490 (pp) 4297","0.079",,"0.9",,,,,"0.905","0.06"
,"pp",,"9606.ENSP00000351490 (pp) 9606.ENSP00000448598","false","pp","9606.ENSP00000351490 (pp) 9606.ENSP00000448598","0.063",,"0.9",,,,,"0.902",
,"pp",,"9606.ENSP00000351490 (pp) 9606.ENSP00000358862","false","pp","9606.ENSP00000351490 (pp) 9606.ENSP00000358862",,,"0.5","0.782",,,,"0.923","0.354"
,"pp",,"9606.ENSP00000351490 (pp) 9606.ENSP00000229795","false","pp","9606.ENSP00000351490 (pp) 1432","0.145",,"0.9","0.409",,,,"0.976","0.595"
,"pp",,"9606.ENSP00000220812 (pp) 9606.ENSP00000331242","false","pp","27121 (pp) 83999",,,"0.5","0.172",,,,"0.975","0.945"
"0","pp",,"9606.ENSP00000262457 (pp) 9606.ENSP00000367398","false","pp","INVS (pp) NPHP4","0.074",,,"0.142",,,,"0.959","0.953"
"0","pp",,"9606.ENSP00000262457 (pp) 9606.ENSP00000313169","false","pp","INVS (pp) NPHP1",,,,"0.33",,,,"0.965","0.95"
,"pp",,"9606.ENSP00000281623 (pp) 9606.ENSP00000227507","false","pp","9606.ENSP00000281623 (pp) 595",,,,"0.822",,,,"0.956","0.766"
,"pp",,"9606.ENSP00000281623 (pp) 9606.ENSP00000276603","false","pp","9606.ENSP00000281623 (pp) TERF1",,,,"0.985",,,,"0.996","0.741"
,"pp",,"9606.ENSP00000281623 (pp) 9606.ENSP00000474725","false","pp","9606.ENSP00000281623 (pp) FBXW7",,,"0.9","0.051",,,,"0.949","0.512"
,"pp",,"9606.ENSP00000281623 (pp) 9606.ENSP00000359206","false","pp","9606.ENSP00000281623 (pp) 9606.ENSP00000359206","0.042",,"0.9",,,,,"0.945","0.479"
"0","pp",,"9606.ENSP00000452786 (pp) 9606.ENSP00000494750","false","pp","3690 (pp) 60","0.044",,"0.9","0.07",,,,"0.949","0.501"
