KE	ensembl
https://identifiers.org/aop.events/277	"ENSG00000180176"
https://identifiers.org/aop.events/277	"ENSG00000170893"
https://identifiers.org/aop.events/279	"ENSG00000180176"
https://identifiers.org/aop.events/280	"ENSG00000180176"
https://identifiers.org/aop.events/281	"ENSG00000196415"
https://identifiers.org/aop.events/281	"ENSG00000180176"
https://identifiers.org/aop.events/424	"ENSG00000180176"
https://identifiers.org/aop.events/425	"ENSG00000180176"
https://identifiers.org/aop.events/55	"ENSG00000232810"
https://identifiers.org/aop.events/756	"ENSG00000170921"
https://identifiers.org/aop.events/756	"ENSG00000180176"
https://identifiers.org/aop.events/851	"ENSG00000189056"
https://identifiers.org/aop.events/890	"ENSG00000171951"
https://identifiers.org/aop.events/958	"ENSG00000185739"
https://identifiers.org/aop.events/958	"ENSG00000180176"
https://identifiers.org/aop.events/959	"ENSG00000180176"
https://identifiers.org/aop.events/961	"ENSG00000180176"
https://identifiers.org/aop.events/961	"ENSG00000241635"
https://identifiers.org/aop.events/961	"ENSG00000167165"
