"DisGeNET","Ensembl","gLayCluster","Literature","Literature.doi","name","Name2","selected","shared name","WikiPathways"
,"ENSG00000184608","1140",,,"C8orf12","FAM167A-AS1","false","C8orf12","1"
,"ENSG00000197747","1120",,,"S100A10","S100A10","false","S100A10","1"
,"ENSG00000258724","110",,,"PINX1","PINX1","false","PINX1","1"
,"ENSG00000244682","1141",,,"FCGR2C","FCGR2C","false","FCGR2C","1"
,"ENSG00000117984","1120",,,"CTSD","CTSD","false","CTSD","1"
,"ENSG00000163950","1139",,,"SLBP","SLBP","false","SLBP","1"
,"ENSG00000103126","110",,,"AXIN1","AXIN1","false","AXIN1","1"
,"ENSG00000184647","1142",,,"PRSS55","PRSS55","false","PRSS55","1"
,"ENSG00000139515","1123",,,"PDX1","PDX1","false","PDX1","1"
,"ENSG00000144381","1118",,,"HSPD1","HSPD1","false","HSPD1","1"
,"ENSG00000164430","1143",,,"CGAS","CGAS","false","CGAS","1"
,"ENSG00000205883","1144",,,"DEFB135","DEFB135","false","DEFB135","1"
,"ENSG00000205882","1145",,,"DEFB134","DEFB134","false","DEFB134","1"
"1","ENSG00000150672","1146",,,"DLG2","DLG2","false","DLG2","1"
"1","ENSG00000170579","1147",,,"DLGAP1","DLGAP1","false","DLGAP1","1"
"1","ENSG00000161681","614",,,"SHANK","SHANK1","false","SHANK","1"
"1","ENSG00000152822","614","1","10.1038/s41586-022-04434-5","GRM1","GRM1","false","GRM1","1"
"1","ENSG00000106089","472",,,"STX1A","STX1A","false","STX1A","1"
,"ENSG00000176884","1148",,,"GRIN1","GRIN1","false","GRIN1","1"
"1","ENSG00000183454","1149","1","10.1038/s41586-022-04434-5","GRIN2A","GRIN2A","false","GRIN2A","1"
"1","ENSG00000273079","1150",,,"GRIN2B","GRIN2B","false","GRIN2B","1"
"1","ENSG00000161509","1151",,,"GRIN2C","GRIN2C","false","GRIN2C","1"
"1","ENSG00000105464","1152",,,"GRIN2D","GRIN2D","false","GRIN2D","1"
"1","ENSG00000110076","1153",,,"NRXN2","NRXN2","false","NRXN2","1"
"1","ENSG00000169992","1154",,,"NLGN2","NLGN2","false","NLGN2","1"
"1","ENSG00000102882","1155","1","10.1038/s41586-022-04434-5","MAPK3","MAPK3","false","MAPK3","1"
,"ENSG00000070808","1079",,,"CAMK2A","CAMK2A","false","CAMK2A","1"
"1","ENSG00000058404","1156",,,"CAMK2B","CAMK2B","false","CAMK2B","1"
,"ENSG00000148660","1157",,,"CAMK2G","CAMK2G","false","CAMK2G","1"
"1","ENSG00000179915","1154",,,"NRXN1","NRXN1","false","NRXN1","1"
"1","ENSG00000169760","1154",,,"NLGN1","NLGN1","false","NLGN1","1"
"1","ENSG00000075711","1076",,,"DLG1","DLG1","false","DLG1","1"
"1","ENSG00000021645","1158",,,"NRXN3","NRXN3","false","NRXN3","1"
"1","ENSG00000198576","1159",,,"ARC","ARC","false","ARC","1"
,"ENSG00000198626","614",,,"RYR2","RYR2","false","RYR2","1"
,"ENSG00000196338","1154",,,"NLGN3","NLGN3","false","NLGN3","1"
,"ENSG00000146938","1154","1","10.1038/s41586-022-04434-5","NLGN4X","NLGN4X","false","NLGN4X","1"
,"ENSG00000089169","1160",,,"RPH3A","RPH3A","false","RPH3A","1"
"1","ENSG00000100030","1161",,,"MAPK1","MAPK1","false","MAPK1","1"
,"ENSG00000145349","1162",,,"CAMK2D","CAMK2D","false","CAMK2D","1"
"1","ENSG00000197283","1163",,,"SYNGAP1","SYNGAP1","false","SYNGAP1","1"
"1","ENSG00000152413","1164",,,"HOMER1","HOMER1","false","HOMER1","1"
,"ENSG00000170027","1165",,,"YWHAG","YWHAG","false","YWHAG","1"
,"ENSG00000182824","1166",,,"FAM230E","FAM230E","false","FAM230E","1"
,"ENSG00000273164","1167",,,"DGCR10",,"false","DGCR10","1"
,"ENSG00000241527","1168",,,"CA15P1","CA15P1","false","CA15P1","1"
,"ENSG00000273311","1169",,,"DGCR11","DGCR11","false","DGCR11","1"
,"ENSG00000231086","1170",,,"TSSK1A","TSSK1A","false","TSSK1A","1"
,"ENSG00000169668","1171",,,"BCRP2","BCRP2","false","BCRP2","1"
,"ENSG00000239511","1172",,,"POM121L7P","POM121L7P","false","POM121L7P","1"
,"ENSG00000229107","1173",,,"ABHD17AP4
","ABHD17AP4","false","ABHD17AP4
","1"
"1","ENSG00000141510","1111",,,"TP53","TP53","false","TP53","1"
"1","ENSG00000105695","1174",,,"MAG","MAG","false","MAG","1"
,"ENSG00000100401","1175",,,"RANGAP1","RANGAP1","false","RANGAP1","1"
,"ENSG00000166851","1176",,,"PLK1","PLK1","false","PLK1","1"
,"ENSG00000233471","1177",,,"KRT18P62
","KRT18P62","false","KRT18P62
","1"
,"ENSG00000185345","1178",,,"PRKN","PRKN","false","PRKN","1"
"1","ENSG00000171791","1179",,,"BCL2","BCL2","false","BCL2","1"
,"ENSG00000260924","1180",,,"LINC01311","LINC01311","false","LINC01311","1"
,"ENSG00000100387","1181",,,"RBX1","RBX1","false","RBX1","1"
,"ENSG00000082898","1182",,,"XPO1","XPO1","false","XPO1","1"
,"ENSG00000255156","1183",,,"RNY1P9
","RNY1P9","false","RNY1P9
","1"
,"ENSG00000181222","1184",,,"POLR2A","POLR2A","false","POLR2A","1"
,"ENSG00000206145","1185",,,"P2RX6P","P2RX6P","false","P2RX6P","1"
,"ENSG00000244296","1186",,,"RN7SL168P
","RN7SL168P","false","RN7SL168P
","1"
,"ENSG00000130669","1187",,,"PAK4","PAK4","false","PAK4","1"
,"ENSG00000236670","1188",,,"KRT18P5
","KRT18P5","false","KRT18P5
","1"
,"ENSG00000163347","1189",,,"CLDN1","CLDN1","false","CLDN1","1"
,"ENSG00000141027","1190",,,"NCOR1","NCOR1","false","NCOR1","1"
,"ENSG00000103148","1191",,,"NPRL3","NPRL3","false","NPRL3","1"
,"ENSG00000165215","1189",,,"CLDN3","CLDN3","false","CLDN3","1"
,"ENSG00000036257","1192",,,"CUL3","CUL3","false","CUL3","1"
,"ENSG00000273032","1193",,,"DGCR9","DGCR5","false","DGCR9","1"
,"ENSG00000207343","1194",,,"RNU6-225P
","RNU6-225P","false","RNU6-225P
","1"
,"ENSG00000180198","1195",,,"RCC1","RCC1","false","RCC1","1"
,"ENSG00000217261","1196",,,"POM121L4P","POM121L4P","false","POM121L4P","1"
,"ENSG00000237476","1197",,,"LINC01637","LINC01637","false","LINC01637","1"
,"ENSG00000223553","1198",,,"SMPD4P1
","SMPD4P1","false","SMPD4P1
","1"
"1","ENSG00000072310","1199",,,"SREBF1","SREBF1","false","SREBF1","1"
,"ENSG00000083312","1200",,,"TNPO1","TNPO1","false","TNPO1","1"
"1","ENSG00000115310","1174",,,"RTN4","RTN4","false","RTN4","1"
"1","ENSG00000171720","1190",,,"HDAC3","HDAC3","false","HDAC3","1"
,"ENSG00000100150","1201",,,"DEPDC5","DEPDC5","false","DEPDC5","1"
,"ENSG00000238125","1202",,,"SLC9A3P2
","SLC9A3P2","false","SLC9A3P2
","1"
,"ENSG00000133794","1203",,,"ARNTL","ARNTL","false","ARNTL","1"
,"ENSG00000188280","1204",,,"FAM230G
","FAM230G","false","FAM230G
","1"
,"ENSG00000249680","1205",,,"TUBA3GP","TUBA3GP","false","TUBA3GP","1"
,"ENSG00000281548","1206",,,"LINC00895
","LINC00895","false","LINC00895
","1"
,"ENSG00000235062","1207",,,"BCRP5","BCRP5","false","BCRP5","1"
"1","ENSG00000189056","1208",,,"RELN","RELN","false","RELN","1"
,"ENSG00000276427","1209",,,"IGLL4P
","IGLL4P","false","IGLL4P
","1"
,"ENSG00000132341","1210",,,"RAN","RAN","false","RAN","1"
"1","ENSG00000198911","1211",,,"SREBF2","SREBF2","false","SREBF2","1"
,"ENSG00000264346","1212",,,"SNORA77B
","SNORA77B","false","SNORA77B
","1"
,"ENSG00000164402","1213",,,"SEPTIN8","SEPTIN8","false","SEPTIN8","1"
,"ENSG00000161149","1214",,,"TUBA3FP",,"false","TUBA3FP","1"
,"ENSG00000278637","1190",,,"HIST1H4A","H4C1","false","HIST1H4A","1"
,"ENSG00000242876","1215",,,"RN7SL812P
","RN7SL812P","false","RN7SL812P
","1"
,"ENSG00000172175","1216",,,"MALT1","MALT1","false","MALT1","1"
,"ENSG00000226287","1217",,,"TMEM191A","TMEM191A","false","TMEM191A","1"
,"ENSG00000242259","1218",,,"C22orf39
","C22orf39","false","C22orf39
","1"
,"ENSG00000250261","1219",,,"CCDC74BP1
","CCDC74BP1","false","CCDC74BP1
","1"
"1","ENSG00000114388","1220",,,"NPRL2","NPRL2","false","NPRL2","1"
,"ENSG00000129910","1221",,,"CDH15","CDH15","false","CDH15","1"
"1","ENSG00000138758","1213",,,"SEPTIN11","SEPTIN11","false","SEPTIN11","1"
,"ENSG00000110799","1222",,,"VWF","VWF","false","VWF","1"
,"ENSG00000203618","1223",,,"GP1BB","GP1BB","false","GP1BB","1"
,"ENSG00000185245","1223",,,"GP1BA","GP1BA","false","GP1BA","1"
"1","ENSG00000149295","1224",,,"DRD2","DRD2","false","DRD2","1"
,"ENSG00000178732","1225",,,"GP5","GP5","false","GP5","1"
,"ENSG00000237517","1226",,,"LINC00037","CELSR1P1","false","LINC00037","1"
,"ENSG00000169704","1227",,,"GP9","GP9","false","GP9","1"
,"ENSG00000099937","1228",,,"SERPIND1","SERPIND1","false","SERPIND1","1"
,"ENSG00000148672","1229",,,"GLUD1","GLUD1","false","GLUD1","1"
,"ENSG00000234409","1230",,,"CCDC188","CCDC188","false","CCDC188","1"
"1","ENSG00000099889","1221",,,"ARVCF","ARVCF","false","ARVCF","1"
,"ENSG00000132155","328",,,"RAF1","RAF1","false","RAF1","1"
"1","ENSG00000099917","1231",,,"MED15","MED15","false","MED15","1"
,"ENSG00000159423","1232",,,"ALDH4A1","ALDH4A1","false","ALDH4A1","1"
,"ENSG00000099910","1233",,,"KLHL22","KLHL22","false","KLHL22","1"
,"ENSG00000099949","1234",,,"LZTR1","LZTR1","false","LZTR1","1"
"1","ENSG00000070010","1235",,,"UFD1","UFD1","false","UFD1","1"
,"ENSG00000184436","1190",,,"THAP7","THAP7","false","THAP7","1"
,"ENSG00000099960","1236",,,"SLC7A4","SLC7A4","false","SLC7A4","1"
,"ENSG00000128185","1187",,,"DGCR6L","DGCR6L","false","DGCR6L","1"
,"ENSG00000187905","1237",,,"LRRC74B","LRRC74B","false","LRRC74B","1"
,"ENSG00000065154","1238",,,"OAT","OAT","false","OAT","1"
,"ENSG00000206203","1239",,,"TSSK2","TSSK2","false","TSSK2","1"
,"ENSG00000149929","1240",,,"HIRIP3","HIRIP3","false","HIRIP3","1"
,"ENSG00000164107","1235",,,"HAND2","HAND2","false","HAND2","1"
,"ENSG00000108061","1241",,,"SHOC2","SHOC2","false","SHOC2","1"
"1","ENSG00000040608","1174",,,"RTN4R","RTN4R","false","RTN4R","1"
,"ENSG00000093009","1242",,,"CDC45","CDC45","false","CDC45","1"
,"ENSG00000181856","110",,,"SLC2A4","SLC2A4","false","SLC2A4","1"
,"ENSG00000184702","1213",,,"SEPTIN5
","SEPTIN5","false","SEPTIN5
","1"
,"ENSG00000183597","1243",,,"TANGO2","TANGO2","false","TANGO2","1"
"1","ENSG00000070413","1208",,,"DGCR2","DGCR2","false","DGCR2","1"
,"ENSG00000236499","1244",,,"LINC00896","LINC00896","false","LINC00896","1"
,"ENSG00000063515","1245",,,"GSC2","GSC2","false","GSC2","1"
"1","ENSG00000184113","1189",,,"CLDN5","CLDN5","false","CLDN5","1"
"1","ENSG00000185838","1246",,,"GNB1L","GNB1L","false","GNB1L","1"
,"ENSG00000183773","1247",,,"AIFM3","AIFM3","false","AIFM3","1"
,"ENSG00000184470","1248",,,"TXNRD2","TXNRD2","false","TXNRD2","1"
"1","ENSG00000099901","1182",,,"RANBP1","RANBP1","false","RANBP1","1"
,"ENSG00000215012","1179",,,"RTL10","RTL10","false","RTL10","1"
"1","ENSG00000185252","1184",,,"ZNF74","ZNF74","false","ZNF74","1"
,"ENSG00000213639","1249",,,"PPP1CB","PPP1CB","false","PPP1CB","1"
"1","ENSG00000100056","1250",,,"ESS2","ESS2","false","ESS2","1"
,"ENSG00000094916","1240",,,"CBX5","CBX5","false","CBX5","1"
"1","ENSG00000099899","1251",,,"TRMT2A","TRMT2A","false","TRMT2A","1"
"1","ENSG00000241973","1252",,,"PI4KA","PI4KA","false","PI4KA","1"
,"ENSG00000111875","1240",,,"ASF1A","ASF1A","false","ASF1A","1"
,"ENSG00000185608","1253",,,"MRPL40","MRPL40","false","MRPL40","1"
,"ENSG00000161133","1254",,,"USP41","USP41","false","USP41","1"
,"ENSG00000070371","110",,,"CLTCL1","CLTCL1","false","CLTCL1","1"
,"ENSG00000100084","1240",,,"HIRA","HIRA","false","HIRA","1"
,"ENSG00000135903","1240",,,"PAX3","PAX3","false","PAX3","1"
,"ENSG00000126467","1255",,,"TSKS","TSKS","false","TSKS","1"
,"ENSG00000070193","1256",,,"FGF10","FGF10","false","FGF10","1"
"1","ENSG00000100075","1257",,,"SLC25A1","SLC25A1","false","SLC25A1","1"
,"ENSG00000099942","1258",,,"CRKL","CRKL","false","CRKL","1"
,"ENSG00000244486","1259",,,"SCARF2","SCARF2","false","SCARF2","1"
,"ENSG00000161671","1260",,,"EMC10","EMC10","false","EMC10","1"
,"ENSG00000112658","1256",,,"SRF","SRF","false","SRF","1"
"1","ENSG00000113360","1261",,,"DROSHA","DROSHA","false","DROSHA","1"
,"ENSG00000125798","1262",,,"FOXA2","FOXA2","false","FOXA2","1"
"1","ENSG00000100033","1263",,,"PRODH","PRODH","false","PRODH","1"
,"ENSG00000107831","1256",,,"FGF8","FGF8","false","FGF8","1"
"1","ENSG00000003137","1264",,,"CYP26B1","CYP26B1","false","CYP26B1","1"
"1","ENSG00000093010","1265",,,"COMT","COMT","false","COMT","1"
,"ENSG00000090539","1256",,,"CHRD","CHRD","false","CHRD","1"
,"ENSG00000054598","1266",,,"FOXC1","FOXC1","false","FOXC1","1"
,"ENSG00000164690","1267",,,"SHH","SHH","false","SHH","1"
,"ENSG00000095596","1268",,,"CYP26A1","CYP26A1","false","CYP26A1","1"
,"ENSG00000164093","1256",,,"PITX2","PITX2","false","PITX2","1"
"1","ENSG00000099904","1269",,,"ZDHHC8","ZDHHC8","false","ZDHHC8","1"
"1","ENSG00000066468","1270",,,"FGFR2","FGFR2","false","FGFR2","1"
"1","ENSG00000128191","1271",,,"DGCR8","DGCR8","false","DGCR8","1"
"1","ENSG00000184058","1256",,,"TBX1","TBX1","false","TBX1","1"
"1","ENSG00000187553","1272",,,"CYP26C1","CYP26C1","false","CYP26C1","1"
,"ENSG00000176692","1273",,,"FOXC2","FOXC2","false","FOXC2","1"
"1","ENSG00000077782","1274",,,"FGFR1","FGFR1","false","FGFR1","1"
,"ENSG00000183072","1256",,,"NKX2-5","NKX2-5","false","NKX2-5","1"
"1","ENSG00000128918","1256",,,"ALDH1A2","ALDH1A2","false","ALDH1A2","1"
"1","ENSG00000099940","1275",,,"SNAP29","SNAP29","false","SNAP29","1"
"1","ENSG00000070831","1269",,,"CDC42","CDC42","false","CDC42","1"
,"ENSG00000114315","1276",,,"HES1","HES1","false","HES1","1"
,"ENSG00000168505","1256",,,"GBX2","GBX2","false","GBX2","1"
,"ENSG00000107796","1256",,,"ACTA2","ACTA2","false","ACTA2","1"
,"ENSG00000159251","1256",,,"ACTC1","ACTC1","false","ACTC1","1"
,"ENSG00000146648","1226",,,"EGFR","EGFR","false","EGFR","1"
,"ENSG00000215544","1277",,,"BCRP7","BCRP7","false","BCRP7","1"
,"ENSG00000143365","1203",,,"RORC","RORC","false","RORC","1"
,"ENSG00000108424","1182",,,"KPNB1","KPNB1","false","KPNB1","1"
,"ENSG00000099957","1278",,,"P2RX6","P2RX6","false","P2RX6","1"
,"ENSG00000277031","1279",,,"RN7SL796P","RN7SL796P","false","RN7SL796P","1"
,"ENSG00000259890","1280",,,"DNM1P50","DNM1P50","false","DNM1P50","1"
,"ENSG00000260128","1281",,,"ULK4P2","ULK4P2","false","ULK4P2","1"
,"ENSG00000277467","1282",,,"RN7SL628P","RN7SL628P","false","RN7SL628P","1"
,"ENSG00000103832","1283",,,"GOLGA8UP","GOLGA8UP","false","GOLGA8UP","1"
,"ENSG00000278696","1284",,,"RN7SL82P","RN7SL82P","false","RN7SL82P","1"
,"ENSG00000259845","1285",,,"HERC2P10","HERC2P10","false","HERC2P10","1"
,"ENSG00000212526","1286",,,"RNU6-466P","RNU6-466P","false","RNU6-466P","1"
,"ENSG00000259448","1287",,,"LINC02352","LINC02352","false","LINC02352","1"
,"ENSG00000259179","1288",,,"UBE2CP4","UBE2CP4","false","UBE2CP4","1"
,"ENSG00000207257","1289",,,"RNU6-18P","RNU6-18P","false","RNU6-18P","1"
,"ENSG00000206972","1290",,,"RNU6-17P","RNU6-17P","false","RNU6-17P","1"
,"ENSG00000274424","1291",,,"RN7SL196P","RN7SL196P","false","RN7SL196P","1"
,"ENSG00000169926","1292",,,"KLF13","KLF13","false","KLF13","1"
"1","ENSG00000175344","1293",,,"CHRNA7","CHRNA7","false","CHRNA7","1"
,"ENSG00000166912","1294",,,"MTMR10","MTMR10","false","MTMR10","1"
,"ENSG00000119737","1292",,,"GPR75","GPR75","false","GPR75","1"
,"ENSG00000186399","1295",,,"GOLGA8R","GOLGA8R","false","GOLGA8R","1"
"1","ENSG00000005339","1292",,,"CREBBP","CREBBP","false","CREBBP","1"
"1","ENSG00000134160","1296",,,"TRPM1","TRPM1","false","TRPM1","1"
,"ENSG00000144554","1297",,,"FANCD2","FANCD2","false","FANCD2","1"
,"ENSG00000169918","1298",,,"OTUD7A","OTUD7A","false","OTUD7A","1"
,"ENSG00000178115","1299",,,"GOLGA8Q","GOLGA8Q","false","GOLGA8Q","1"
"1","ENSG00000166664","1300",,,"CHRFAM7A","CHRFAM7A","false","CHRFAM7A","1"
,"ENSG00000285077","1301",,,"ARHGAP11B","ARHGAP11B","false","ARHGAP11B","1"
,"ENSG00000271503","1292",,,"CCL5","CCL5","false","CCL5","1"
,"ENSG00000198690","1297",,,"FAN1","FAN1","false","FAN1","1"
,"ENSG00000261794","1302",,,"GOLGA8H","GOLGA8H","false","GOLGA8H","1"
"1","ENSG00000010810","1293",,,"FYN","FYN","false","FYN","1"
,"ENSG00000113262","1296",,,"GRM6","GRM6","false","GRM6","1"
,"ENSG00000149257","1292",,,"SERPINH1","SERPINH1","false","SERPINH1","1"
,"ENSG00000114166","1292",,,"KAT2B","KAT2B","false","KAT2B","1"
,"ENSG00000163348","1303",,,"PYGO2","PYGO2","false","PYGO2","1"
"1","ENSG00000116128","1304",,,"BCL9","BCL9","false","BCL9","1"
,"ENSG00000226653","1305",,,"OR13Z1P","OR13Z1P","false","OR13Z1P","1"
,"ENSG00000171016","1306",,,"PYGO1","PYGO1","false","PYGO1","1"
,"ENSG00000272443","1307",,,"OR13Z2P","OR13Z2P","false","OR13Z2P","1"
"1","ENSG00000168036","1308",,,"CTNNB1","CTNNB1","false","CTNNB1","1"
,"ENSG00000278811","1309",,,"LINC00624","LINC00624","false","LINC00624","1"
,"ENSG00000277762","1310",,,"RN7SL261P","RN7SL261P","false","RN7SL261P","1"
,"ENSG00000162836","1311",,,"ACP6","ACP6","false","ACP6","1"
"1","ENSG00000265107","1312",,,"GJA5","GJA5","false","GJA5","1"
,"ENSG00000125363","1313",,,"AMELX","AMELX","false","AMELX","1"
,"ENSG00000272480","1314",,,"OR13Z3P","OR13Z3P","false","OR13Z3P","1"
"1","ENSG00000121634","697",,,"GJA8","GJA8","false","GJA8","1"
,"ENSG00000131778","1315",,,"CHD1L","CHD1L","false","CHD1L","1"
,"ENSG00000268043","1316",,,"NBPF12","NBPF12","false","NBPF12","1"
,"ENSG00000286172","1317",,,"RNVU1-8","RNVU1-8","false","RNVU1-8","1"
,"ENSG00000111725","1318",,,"PRKAB1","PRKAB1","false","PRKAB1","1"
,"ENSG00000115592","1319",,,"PRKAG3","PRKAG3","false","PRKAG3","1"
,"ENSG00000236806","1320",,,"RPL7AP15","RPL7AP15","false","RPL7AP15","1"
,"ENSG00000131781","1321",,,"FMO5","FMO5","false","FMO5","1"
,"ENSG00000131791","1322",,,"PRKAB2","PRKAB2","false","PRKAB2","1"
,"ENSG00000106617","1323",,,"PRKAG2","PRKAG2","false","PRKAG2","1"
,"ENSG00000226015","1324",,,"CCT8P1","CCT8P1","false","CCT8P1","1"
,"ENSG00000180867","1325",,,"PDIA3P1","PDIA3P1","false","PDIA3P1","1"
,"ENSG00000162409","1326",,,"PRKAA2","PRKAA2","false","PRKAA2","1"
,"ENSG00000132356","1327",,,"PRKAA1","PRKAA1","false","PRKAA1","1"
,"ENSG00000181929","1328",,,"PRKAG1","PRKAG1","false","PRKAG1","1"
,"ENSG00000201142","1329",,,"RNU1-151P","RNU1-151P","false","RNU1-151P","1"
,"ENSG00000227242","1330",,,"NBPF13P",,"false","NBPF13P","1"
,"ENSG00000244371","1331",,,"PFN1P8","PFN1P8","false","PFN1P8","1"
,"ENSG00000119139","697",,,"TJP2","TJP2","false","TJP2","1"
,"ENSG00000105289","697",,,"TJP3","TJP3","false","TJP3","1"
,"ENSG00000130396","697",,,"AFDN","AFDN","false","AFDN","1"
,"ENSG00000183853","697",,,"KIRREL1","KIRREL1","false","KIRREL1","1"
,"ENSG00000158769","697",,,"F11R","F11R","false","F11R","1"
,"ENSG00000121743","697",,,"GJA3","GJA3","false","GJA3","1"
,"ENSG00000104067","697",,,"TJP1","TJP1","false","TJP1","1"
,"ENSG00000152661","697",,,"GJA1","GJA1","false","GJA1","1"
,"ENSG00000197822","697",,,"OCLN","OCLN","false","OCLN","1"
"1","ENSG00000102081","1332",,,"FMR1","FMR1","false","FMR1","1"
,"ENSG00000126216","1333",,,"TUBGCP3","TUBGCP3","false","TUBGCP3","1"
"1","ENSG00000273749","1332",,,"CYFIP1","CYFIP1","false","CYFIP1","1"
,"ENSG00000170113","1334",,,"NIPA1","NIPA1","false","NIPA1","1"
,"ENSG00000130640","1335",,,"TUBGCP2","TUBGCP2","false","TUBGCP2","1"
,"ENSG00000137822","1336",,,"TUBGCP4","TUBGCP4","false","TUBGCP4","1"
,"ENSG00000128159","1337",,,"TUBGCP6","TUBGCP6","false","TUBGCP6","1"
,"ENSG00000140157","1338",,,"NIPA2","NIPA2","false","NIPA2","1"
,"ENSG00000275835","1339",,,"TUBGCP5","TUBGCP5","false","TUBGCP5","1"
,"ENSG00000276172","1340",,,"ELMO2P1","ELMO2P1","false","ELMO2P1","1"
,"ENSG00000165475","1341",,,"CRYL1","CRYL1","false","CRYL1","1"
,"ENSG00000144061","1342",,,"NPHP1","NPHP1","false","NPHP1","1"
,"ENSG00000128591","1343",,,"FLNC","FLNC","false","FLNC","1"
,"ENSG00000120899","1111",,,"PTK2B","PTK2B","false","PTK2B","1"
,"ENSG00000119509","1342",,,"INVS","INVS","false","INVS","1"
,"ENSG00000196924","1344",,,"FLNA","FLNA","false","FLNA","1"
"1","ENSG00000136068","1345",,,"FLNB","FLNB","false","FLNB","1"
,"ENSG00000131697","1346",,,"NPHP4","NPHP4","false","NPHP4","1"
,"ENSG00000050820","1347",,,"BCAR1","BCAR1","false","BCAR1","1"
,"ENSG00000103494","1348",,,"RPGRIP1L","RPGRIP1L","false","RPGRIP1L","1"
,"ENSG00000101400","1349",,,"SNTA1","SNTA1","false","SNTA1","1"
,"ENSG00000134769","1350",,,"DTNA","DTNA","false","DTNA","1"
,"ENSG00000102683","1343",,,"SGCG","SGCG","false","SGCG","1"
,"ENSG00000082512","1351",,,"TRAF5","TRAF5","false","TRAF5","1"
,"ENSG00000163069","1352",,,"SGCB","SGCB","false","SGCB","1"
,"ENSG00000050748","1353",,,"MAPK9","MAPK9","false","MAPK9","1"
,"ENSG00000169783","1354",,,"LINGO1","LINGO1","false","LINGO1","1"
,"ENSG00000240654","1355",,,"C1QTNF9","C1QTNF9","false","C1QTNF9","1"
,"ENSG00000172164","1356",,,"SNTB1","SNTB1","false","SNTB1","1"
,"ENSG00000181092","1355",,,"ADIPOQ","ADIPOQ","false","ADIPOQ","1"
,"ENSG00000056558","1357",,,"TRAF1","TRAF1","false","TRAF1","1"
,"ENSG00000067560","1358",,,"RHOA","RHOA","false","RHOA","1"
,"ENSG00000198947","1359",,,"DMD","DMD","false","DMD","1"
,"ENSG00000127191","1111",,,"TRAF2","TRAF2","false","TRAF2","1"
,"ENSG00000170624","1360","1","10.1038/s41586-022-04434-5","SGCD","SGCD","false","SGCD","1"
,"ENSG00000173402","1361",,,"DAG1","DAG1","false","DAG1","1"
,"ENSG00000123096","1362",,,"SSPN","SSPN","false","SSPN","1"
,"ENSG00000127863","1363",,,"TNFRSF19","TNFRSF19","false","TNFRSF19","1"
,"ENSG00000205863","1355",,,"C1QTNF9B","C1QTNF9B","false","C1QTNF9B","1"
,"ENSG00000108823","1364",,,"SGCA","SGCA","false","SGCA","1"
,"ENSG00000182957","1365",,,"SPATA13","SPATA13","false","SPATA13","1"
,"ENSG00000136238","1366",,,"RAC1","RAC1","false","RAC1","1"
,"ENSG00000131323","1367",,,"TRAF3","TRAF3","false","TRAF3","1"
"1","ENSG00000107643","1368",,,"MAPK8","MAPK8","false","MAPK8","1"
,"ENSG00000124788","1369",,,"ATXN1","ATXN1","false","ATXN1","1"
,"ENSG00000027001","1370",,,"MIPEP","MIPEP","false","MIPEP","1"
,"ENSG00000151835","1369",,,"SACS","SACS","false","SACS","1"
,"ENSG00000252695","1371",,,"MIR2276","MIR2276","false","MIR2276","1"
,"ENSG00000227893","1372",,,"LINC00352","LINC00352","false","LINC00352","1"
,"ENSG00000232977","1373",,,"LINC00327","LINC00327","false","LINC00327","1"
,"ENSG00000229483","1374",,,"LINC00362","LINC00362","false","LINC00362","1"
,"ENSG00000148600","1375",,,"CDHR1","CDHR1","false","CDHR1","1"
,"ENSG00000083642","1376",,,"PDS5B","PDS5B","false","PDS5B","1"
,"ENSG00000109320","1377",,,"NFKB1","NFKB1","false","NFKB1","1"
,"ENSG00000204033","1378",,,"LRIT2","LRIT2","false","LRIT2","1"
,"ENSG00000120659","1379",,,"TNFSF11","TNFSF11","false","TNFSF11","1"
,"ENSG00000148604","1380",,,"RGR","RGR","false","RGR","1"
,"ENSG00000188100","1381",,,"FAM25A","FAM25A","false","FAM25A","1"
,"ENSG00000137845","126",,,"ADAM10","ADAM10","false","ADAM10","1"
,"ENSG00000154165","1382",,,"GPR15","GPR15","false","GPR15","1"
"1","ENSG00000182771","1383",,,"GRID1","GRID1","false","GRID1","1"
,"ENSG00000140600","1384",,,"SH3GL3","SH3GL3","false","SH3GL3","1"
"1","ENSG00000132170","1385",,,"PPARG","PPARG","false","PPARG","1"
,"ENSG00000141385","1386",,,"AFG3L2","AFG3L2","false","AFG3L2","1"
,"ENSG00000143368","1387",,,"SF3B4","SF3B4","false","SF3B4","1"
,"ENSG00000148671","1385",,,"ADIRF","ADIRF","false","ADIRF","1"
"1","ENSG00000112715","1388",,,"VEGFA","VEGFA","false","VEGFA","1"
,"ENSG00000125845","1387",,,"BMP2","BMP2","false","BMP2","1"
,"ENSG00000122376","1389",,,"SHLD2","SHLD2","false","SHLD2","1"
,"ENSG00000062650","1390",,,"WAPAL","WAPL","false","WAPAL","1"
,"ENSG00000122367","1391",,,"LDB3","LDB3","false","LDB3","1"
,"ENSG00000015171","1387",,,"ZMYND11","ZMYND11","false","ZMYND11","1"
,"ENSG00000089163","1229",,,"SIRT4","SIRT4","false","SIRT4","1"
,"ENSG00000122375","1392",,,"OPN4","OPN4","false","OPN4","1"
,"ENSG00000116670","1393",,,"MAD2L2","MAD2L2","false","MAD2L2","1"
