Ensembl_source	Ensembl	CNVassociated	gLayCluster_target	gLayCluster	N_nodes	Publication_source	DisGeNET_source	WikiPathways_source	WikiPathways_CNV	WikiPathways_noCNV	summary_term
ENSG00000109956	ENSG00000109956		171	171	177	6	125	66	55	11	Cell communication
ENSG00000165678	ENSG00000165678	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000142224	ENSG00000142224		171	171	177	6	125	66	55	11	Cell communication
ENSG00000112309	ENSG00000112309		171	171	177	6	125	66	55	11	Cell communication
ENSG00000198223	ENSG00000198223		171	171	177	6	125	66	55	11	Cell communication
ENSG00000160712	ENSG00000160712		171	171	177	6	125	66	55	11	Cell communication
ENSG00000123384	ENSG00000123384		171	171	177	6	125	66	55	11	Cell communication
ENSG00000166908	ENSG00000166908		171	171	177	6	125	66	55	11	Cell communication
ENSG00000198576	ENSG00000198576		171	171	177	6	125	66	55	11	Cell communication
ENSG00000105697	ENSG00000105697	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000122194	ENSG00000122194		171	171	177	6	125	66	55	11	Cell communication
ENSG00000164690	ENSG00000164690	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000196396	ENSG00000196396		171	171	177	6	125	66	55	11	Cell communication
ENSG00000111640	ENSG00000111640	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000120885	ENSG00000120885		171	171	177	6	125	66	55	11	Cell communication
ENSG00000140538	ENSG00000140538		171	171	177	6	125	66	55	11	Cell communication
ENSG00000117461	ENSG00000117461	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000234906	ENSG00000234906		171	171	177	6	125	66	55	11	Cell communication
ENSG00000167244	ENSG00000167244		171	171	177	6	125	66	55	11	Cell communication
ENSG00000142192	ENSG00000142192	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000113520	ENSG00000113520		171	171	177	6	125	66	55	11	Cell communication
ENSG00000242689	ENSG00000242689		171	171	177	6	125	66	55	11	Cell communication
ENSG00000172179	ENSG00000172179		171	171	177	6	125	66	55	11	Cell communication
ENSG00000099942	ENSG00000099942	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000076641	ENSG00000076641		171	171	177	6	125	66	55	11	Cell communication
ENSG00000140443	ENSG00000140443		171	171	177	6	125	66	55	11	Cell communication
ENSG00000140600	ENSG00000140600	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000187323	ENSG00000187323		171	171	177	6	125	66	55	11	Cell communication
ENSG00000156232	ENSG00000156232	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000099331	ENSG00000099331		171	171	177	6	125	66	55	11	Cell communication
ENSG00000067560	ENSG00000067560	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000081479	ENSG00000081479		171	171	177	6	125	66	55	11	Cell communication
ENSG00000182957	ENSG00000182957	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000108691	ENSG00000108691		171	171	177	6	125	66	55	11	Cell communication
ENSG00000005421	ENSG00000005421		171	171	177	6	125	66	55	11	Cell communication
ENSG00000189058	ENSG00000189058		171	171	177	6	125	66	55	11	Cell communication
ENSG00000148053	ENSG00000148053		171	171	177	6	125	66	55	11	Cell communication
ENSG00000056558	ENSG00000056558	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000196954	ENSG00000196954		171	171	177	6	125	66	55	11	Cell communication
ENSG00000105974	ENSG00000105974		171	171	177	6	125	66	55	11	Cell communication
ENSG00000105329	ENSG00000105329	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000119912	ENSG00000119912		171	171	177	6	125	66	55	11	Cell communication
ENSG00000082512	ENSG00000082512	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000164400	ENSG00000164400		171	171	177	6	125	66	55	11	Cell communication
ENSG00000146013	ENSG00000146013		171	171	177	6	125	66	55	11	Cell communication
ENSG00000127191	ENSG00000127191	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000149294	ENSG00000149294		171	171	177	6	125	66	55	11	Cell communication
ENSG00000111537	ENSG00000111537		171	171	177	6	125	66	55	11	Cell communication
ENSG00000065361	ENSG00000065361		171	171	177	6	125	66	55	11	Cell communication
ENSG00000077782	ENSG00000077782	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000075213	ENSG00000075213		171	171	177	6	125	66	55	11	Cell communication
ENSG00000271503	ENSG00000271503	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000172757	ENSG00000172757	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000169398	ENSG00000169398	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000198400	ENSG00000198400		171	171	177	6	125	66	55	11	Cell communication
ENSG00000017427	ENSG00000017427		171	171	177	6	125	66	55	11	Cell communication
ENSG00000178568	ENSG00000178568	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000148346	ENSG00000148346		171	171	177	6	125	66	55	11	Cell communication
ENSG00000066468	ENSG00000066468	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000050820	ENSG00000050820	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000073792	ENSG00000073792		171	171	177	6	125	66	55	11	Cell communication
ENSG00000163220	ENSG00000163220		171	171	177	6	125	66	55	11	Cell communication
ENSG00000214113	ENSG00000214113		171	171	177	6	125	66	55	11	Cell communication
ENSG00000128052	ENSG00000128052		171	171	177	6	125	66	55	11	Cell communication
ENSG00000070831	ENSG00000070831	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000113721	ENSG00000113721		171	171	177	6	125	66	55	11	Cell communication
ENSG00000130287	ENSG00000130287		171	171	177	6	125	66	55	11	Cell communication
ENSG00000241973	ENSG00000241973	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000242950	ENSG00000242950		171	171	177	6	125	66	55	11	Cell communication
ENSG00000164399	ENSG00000164399		171	171	177	6	125	66	55	11	Cell communication
ENSG00000185652	ENSG00000185652		171	171	177	6	125	66	55	11	Cell communication
ENSG00000137462	ENSG00000137462	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000110324	ENSG00000110324		171	171	177	6	125	66	55	11	Cell communication
ENSG00000130669	ENSG00000130669	1	171	171	177	6	125	66	55	11	Cell communication
ENSG00000147852	ENSG00000147852		171	171	177	6	125	66	55	11	Cell communication
ENSG00000171862	ENSG00000171862		171	171	177	6	125	66	55	11	Cell communication
ENSG00000157193	ENSG00000157193		171	171	177	6	125	66	55	11	Cell communication
ENSG00000121410	ENSG00000121410		171	171	177	6	125	66	55	11	Cell communication
ENSG00000110697	ENSG00000110697		171	171	177	6	125	66	55	11	Cell communication
ENSG00000136244	ENSG00000136244		171	171	177	6	125	66	55	11	Cell communication
ENSG00000100368	ENSG00000100368		171	171	177	6	125	66	55	11	Cell communication
ENSG00000166405	ENSG00000166405	1	173	173	5	0	4	1	1	0	Serotonin receptor complex 
ENSG00000166736	ENSG00000166736		173	173	5	0	4	1	1	0	Serotonin receptor complex 
ENSG00000186038	ENSG00000186038		173	173	5	0	4	1	1	0	Serotonin receptor complex 
ENSG00000186090	ENSG00000186090		173	173	5	0	4	1	1	0	Serotonin receptor complex 
ENSG00000149305	ENSG00000149305		173	173	5	0	4	1	1	0	Serotonin receptor complex 
ENSG00000204267	ENSG00000204267		175	175	12	1	10	2	1	1	Antigen processing
ENSG00000111669	ENSG00000111669		175	175	12	1	10	2	1	1	Antigen processing
ENSG00000167004	ENSG00000167004		175	175	12	1	10	2	1	1	Antigen processing
ENSG00000231925	ENSG00000231925		175	175	12	1	10	2	1	1	Antigen processing
ENSG00000127022	ENSG00000127022	1	175	175	12	1	10	2	1	1	Antigen processing
ENSG00000204525	ENSG00000204525		175	175	12	1	10	2	1	1	Antigen processing
ENSG00000234745	ENSG00000234745		175	175	12	1	10	2	1	1	Antigen processing
ENSG00000204592	ENSG00000204592		175	175	12	1	10	2	1	1	Antigen processing
ENSG00000104972	ENSG00000104972		175	175	12	1	10	2	1	1	Antigen processing
ENSG00000196126	ENSG00000196126		175	175	12	1	10	2	1	1	Antigen processing
ENSG00000168394	ENSG00000168394		175	175	12	1	10	2	1	1	Antigen processing
ENSG00000206503	ENSG00000206503		175	175	12	1	10	2	1	1	Antigen processing
ENSG00000113231	ENSG00000113231		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000100099	ENSG00000100099		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000154310	ENSG00000154310		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000166579	ENSG00000166579		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000182606	ENSG00000182606		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000168589	ENSG00000168589	1	176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000213123	ENSG00000213123	1	176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000007168	ENSG00000007168		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000156110	ENSG00000156110		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000186642	ENSG00000186642		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000088986	ENSG00000088986	1	176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000135441	ENSG00000135441		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000115252	ENSG00000115252		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000154678	ENSG00000154678		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000115540	ENSG00000115540		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000189114	ENSG00000189114		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000165169	ENSG00000165169	1	176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000113448	ENSG00000113448		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000128655	ENSG00000128655		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000185527	ENSG00000185527		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000065989	ENSG00000065989		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000119333	ENSG00000119333	1	176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000264364	ENSG00000264364	1	176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000133256	ENSG00000133256		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000073417	ENSG00000073417	1	176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000184588	ENSG00000184588		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000112541	ENSG00000112541		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000172572	ENSG00000172572		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000171408	ENSG00000171408		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000162946	ENSG00000162946		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000123360	ENSG00000123360		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000150764	ENSG00000150764		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000146425	ENSG00000146425	1	176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000072864	ENSG00000072864		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000047579	ENSG00000047579		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000187240	ENSG00000187240	1	176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000205268	ENSG00000205268		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000138735	ENSG00000138735		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000152270	ENSG00000152270		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000132915	ENSG00000132915		176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000138036	ENSG00000138036	1	176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000126870	ENSG00000126870	1	176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000125971	ENSG00000125971	1	176	176	43	2	16	30	12	18	Cyclic nucleotide phosphodiesterase activity 
ENSG00000151276	ENSG00000151276		178	178	30	0	8	24	22	2	Cell junctions
ENSG00000183853	ENSG00000183853	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000081189	ENSG00000081189		178	178	30	0	8	24	22	2	Cell junctions
ENSG00000149564	ENSG00000149564		178	178	30	0	8	24	22	2	Cell junctions
ENSG00000189143	ENSG00000189143	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000089225	ENSG00000089225	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000121743	ENSG00000121743	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000164107	ENSG00000164107	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000136574	ENSG00000136574	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000158769	ENSG00000158769	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000197822	ENSG00000197822	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000183072	ENSG00000183072	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000113758	ENSG00000113758		178	178	30	0	8	24	22	2	Cell junctions
ENSG00000119139	ENSG00000119139	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000158987	ENSG00000158987		178	178	30	0	8	24	22	2	Cell junctions
ENSG00000265107	ENSG00000265107	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000105289	ENSG00000105289	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000184113	ENSG00000184113	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000152661	ENSG00000152661	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000130396	ENSG00000130396	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000165215	ENSG00000165215	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000128849	ENSG00000128849		178	178	30	0	8	24	22	2	Cell junctions
ENSG00000143375	ENSG00000143375	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000104067	ENSG00000104067	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000121634	ENSG00000121634	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000176165	ENSG00000176165		178	178	30	0	8	24	22	2	Cell junctions
ENSG00000187391	ENSG00000187391		178	178	30	0	8	24	22	2	Cell junctions
ENSG00000112658	ENSG00000112658	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000183153	ENSG00000183153	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000163347	ENSG00000163347	1	178	178	30	0	8	24	22	2	Cell junctions
ENSG00000169783	ENSG00000169783	1	184	184	19	1	12	11	8	3	Myelination
ENSG00000179388	ENSG00000179388		184	184	19	1	12	11	8	3	Myelination
ENSG00000108219	ENSG00000108219	1	184	184	19	1	12	11	8	3	Myelination
ENSG00000186487	ENSG00000186487		184	184	19	1	12	11	8	3	Myelination
ENSG00000115310	ENSG00000115310	1	184	184	19	1	12	11	8	3	Myelination
ENSG00000166886	ENSG00000166886		184	184	19	1	12	11	8	3	Myelination
ENSG00000122877	ENSG00000122877		184	184	19	1	12	11	8	3	Myelination
ENSG00000040608	ENSG00000040608	1	184	184	19	1	12	11	8	3	Myelination
ENSG00000100146	ENSG00000100146		184	184	19	1	12	11	8	3	Myelination
ENSG00000204655	ENSG00000204655		184	184	19	1	12	11	8	3	Myelination
ENSG00000123560	ENSG00000123560		184	184	19	1	12	11	8	3	Myelination
ENSG00000173786	ENSG00000173786		184	184	19	1	12	11	8	3	Myelination
ENSG00000135903	ENSG00000135903	1	184	184	19	1	12	11	8	3	Myelination
ENSG00000127863	ENSG00000127863	1	184	184	19	1	12	11	8	3	Myelination
ENSG00000137845	ENSG00000137845	1	184	184	19	1	12	11	8	3	Myelination
ENSG00000197971	ENSG00000197971		184	184	19	1	12	11	8	3	Myelination
ENSG00000105695	ENSG00000105695	1	184	184	19	1	12	11	8	3	Myelination
ENSG00000186318	ENSG00000186318		184	184	19	1	12	11	8	3	Myelination
ENSG00000184486	ENSG00000184486		184	184	19	1	12	11	8	3	Myelination
ENSG00000041357	ENSG00000041357		186	186	12	1	10	3	3	0	Acetylcholine receptor & channel activity
ENSG00000184156	ENSG00000184156		186	186	12	1	10	3	3	0	Acetylcholine receptor & channel activity
ENSG00000169918	ENSG00000169918	1	186	186	12	1	10	3	3	0	Acetylcholine receptor & channel activity
ENSG00000163531	ENSG00000163531		186	186	12	1	10	3	3	0	Acetylcholine receptor & channel activity
ENSG00000151150	ENSG00000151150		186	186	12	1	10	3	3	0	Acetylcholine receptor & channel activity
ENSG00000169684	ENSG00000169684		186	186	12	1	10	3	3	0	Acetylcholine receptor & channel activity
ENSG00000080644	ENSG00000080644		186	186	12	1	10	3	3	0	Acetylcholine receptor & channel activity
ENSG00000175344	ENSG00000175344	1	186	186	12	1	10	3	3	0	Acetylcholine receptor & channel activity
ENSG00000101204	ENSG00000101204		186	186	12	1	10	3	3	0	Acetylcholine receptor & channel activity
ENSG00000160716	ENSG00000160716		186	186	12	1	10	3	3	0	Acetylcholine receptor & channel activity
ENSG00000166664	ENSG00000166664	1	186	186	12	1	10	3	3	0	Acetylcholine receptor & channel activity
ENSG00000075043	ENSG00000075043		186	186	12	1	10	3	3	0	Acetylcholine receptor & channel activity
ENSG00000072274	ENSG00000072274	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000169704	ENSG00000169704	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000160200	ENSG00000160200		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000132693	ENSG00000132693		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000099937	ENSG00000099937	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000164402	ENSG00000164402	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000180210	ENSG00000180210		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000138449	ENSG00000138449	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000110799	ENSG00000110799	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000159251	ENSG00000159251	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000178732	ENSG00000178732	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000110887	ENSG00000110887		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000010704	ENSG00000010704	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000001084	ENSG00000001084		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000047457	ENSG00000047457		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000100292	ENSG00000100292		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000185245	ENSG00000185245	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000107796	ENSG00000107796	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000181019	ENSG00000181019		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000143226	ENSG00000143226	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000257017	ENSG00000257017		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000203618	ENSG00000203618	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000182346	ENSG00000182346		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000116984	ENSG00000116984		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000167720	ENSG00000167720		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000184702	ENSG00000184702	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000177000	ENSG00000177000		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000122545	ENSG00000122545		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000145321	ENSG00000145321		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000151224	ENSG00000151224	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000138758	ENSG00000138758	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000091513	ENSG00000091513	1	188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000176974	ENSG00000176974		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000100714	ENSG00000100714		188	188	34	0	18	20	17	3	Fibrin clot formation & 22q11.2 CNV
ENSG00000106638	ENSG00000106638	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000100294	ENSG00000100294		190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000106635	ENSG00000106635	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000099917	ENSG00000099917	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000076555	ENSG00000076555	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000080503	ENSG00000080503		190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000072310	ENSG00000072310	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000111725	ENSG00000111725	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000162409	ENSG00000162409	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000165029	ENSG00000165029		190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000009950	ENSG00000009950	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000163939	ENSG00000163939		190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000112531	ENSG00000112531		190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000131791	ENSG00000131791	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000119866	ENSG00000119866		190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000175727	ENSG00000175727		190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000278540	ENSG00000278540	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000110931	ENSG00000110931		190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000115592	ENSG00000115592	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000127152	ENSG00000127152		190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000181929	ENSG00000181929	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000184634	ENSG00000184634		190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000152601	ENSG00000152601		190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000132356	ENSG00000132356	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000106617	ENSG00000106617	1	190	190	25	2	11	14	14	0	Fatty acid biosynthesis & kinase signalling
ENSG00000071462	ENSG00000071462	1	193	193	10	0	6	4	3	1	Translation regulation 
ENSG00000137154	ENSG00000137154		193	193	10	0	6	4	3	1	Translation regulation 
ENSG00000128512	ENSG00000128512		193	193	10	0	6	4	3	1	Translation regulation 
ENSG00000134001	ENSG00000134001		193	193	10	0	6	4	3	1	Translation regulation 
ENSG00000187258	ENSG00000187258		193	193	10	0	6	4	3	1	Translation regulation 
ENSG00000106682	ENSG00000106682	1	193	193	10	0	6	4	3	1	Translation regulation 
ENSG00000144895	ENSG00000144895	1	193	193	10	0	6	4	3	1	Translation regulation 
ENSG00000214285	ENSG00000214285		193	193	10	0	6	4	3	1	Translation regulation 
ENSG00000133112	ENSG00000133112		193	193	10	0	6	4	3	1	Translation regulation 
ENSG00000100664	ENSG00000100664		193	193	10	0	6	4	3	1	Translation regulation 
ENSG00000091140	ENSG00000091140	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000124172	ENSG00000124172	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000116459	ENSG00000116459	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000171953	ENSG00000171953	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000152234	ENSG00000152234	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000178127	ENSG00000178127		195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000198886	ENSG00000198886		195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000241837	ENSG00000241837	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000167792	ENSG00000167792		195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000105953	ENSG00000105953	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000119689	ENSG00000119689	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000135390	ENSG00000135390	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000154518	ENSG00000154518	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000110955	ENSG00000110955	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000073578	ENSG00000073578		195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000228253	ENSG00000228253	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000159199	ENSG00000159199	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000099624	ENSG00000099624	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000123472	ENSG00000123472	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000023228	ENSG00000023228		195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000198899	ENSG00000198899	1	195	195	21	0	5	16	16	0	Citric acid cycle
ENSG00000074771	ENSG00000074771		196	196	10	0	5	5	0	5	NADPH oxidase activity
ENSG00000160307	ENSG00000160307		196	196	10	0	5	5	0	5	NADPH oxidase activity
ENSG00000165168	ENSG00000165168		196	196	10	0	5	5	0	5	NADPH oxidase activity
